,nbr_concerts,acoustic music,art music,blues,children's music,country music,dance music,electronic music,experimental music,folk music,functional music,funk,hip hop music,independent music,instrumental music,jazz,lo-fi music,pop music,rhythm and blues,rock music,soul music,underground music,vocal music,world music
/venues/1001236,14,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
/venues/1004201,34,0.12,0.41,0.35,0.0,0.35,0.41,0.5,0.0,0.59,0.03,0.0,0.47,0.47,0.0,0.12,0.0,0.65,0.0,0.65,0.0,0.0,0.09,0.76
/venues/1004876,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.56,0.0,0.22,0.11,0.0,0.11,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.33
/venues/1006731,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
/venues/100720,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0
/venues/100790,8,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.38,0.0,0.0,0.0,0.38
/venues/1008911,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1011066,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/venues/101173,208,0.03,0.09,0.06,0.0,0.02,0.21,0.34,0.18,0.07,0.01,0.0,0.3,0.12,0.01,0.07,0.0,0.22,0.02,0.54,0.02,0.03,0.03,0.51
/venues/101332,34,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.09,0.0,0.0,0.03,0.68,0.09,0.0,0.06,0.03,0.38,0.03,0.29,0.03,0.03,0.0,0.74
/venues/1014316,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.0,0.0,0.5
/venues/1016706,15,0.33,0.13,0.13,0.0,0.07,0.2,0.2,0.0,0.13,0.0,0.0,0.13,0.2,0.0,0.07,0.0,0.47,0.13,0.67,0.07,0.0,0.2,0.47
/venues/1017681,18,0.11,0.0,0.0,0.0,0.0,0.11,0.28,0.11,0.33,0.0,0.0,0.28,0.5,0.0,0.0,0.0,0.39,0.0,0.61,0.0,0.0,0.11,0.5
/venues/1021236,11,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.45,0.0,0.55,0.09,0.64,0.0,0.0,0.0,0.27
/venues/1030406,4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.75
/venues/1036831,8,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25
/venues/1047476,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1048096,8,0.0,0.38,0.0,0.0,0.0,0.25,0.62,0.12,0.0,0.0,0.0,0.5,0.0,0.0,0.38,0.0,0.62,0.12,0.12,0.12,0.0,0.25,0.62
/venues/105150,28,0.04,0.0,0.0,0.0,0.0,0.25,0.29,0.14,0.14,0.0,0.0,0.21,0.11,0.07,0.04,0.0,0.04,0.0,0.36,0.0,0.04,0.04,0.5
/venues/105196,29,0.0,0.07,0.0,0.0,0.0,0.45,0.52,0.21,0.03,0.0,0.0,0.38,0.1,0.0,0.17,0.03,0.14,0.03,0.24,0.03,0.07,0.0,0.62
/venues/105720,13,0.08,0.08,0.0,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.23,0.08,0.0,0.0,0.0,0.31,0.0,0.15,0.0,0.08,0.08,0.38
/venues/1063161,22,0.14,0.05,0.09,0.0,0.36,0.0,0.09,0.0,0.27,0.0,0.0,0.23,0.14,0.0,0.0,0.0,0.18,0.0,0.77,0.0,0.0,0.09,0.91
/venues/1063166,13,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.38,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.62,0.0,0.0,0.0,0.54
/venues/1070471,3,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.0
/venues/1072496,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1072551,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1072561,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1072566,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1072606,18,0.22,0.0,0.0,0.0,0.06,0.06,0.11,0.0,0.22,0.0,0.0,0.33,0.17,0.0,0.17,0.0,0.33,0.0,0.44,0.0,0.0,0.22,0.61
/venues/1074741,15,0.07,0.27,0.0,0.0,0.0,0.07,0.13,0.13,0.13,0.07,0.0,0.13,0.13,0.0,0.53,0.0,0.27,0.0,0.2,0.0,0.0,0.2,0.47
/venues/1075796,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5
/venues/1079711,13,0.15,0.23,0.0,0.0,0.08,0.0,0.08,0.0,0.15,0.0,0.0,0.0,0.23,0.08,0.08,0.0,0.38,0.0,0.85,0.0,0.0,0.15,0.46
/venues/1079941,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/venues/108189,26,0.0,0.23,0.08,0.0,0.0,0.23,0.35,0.0,0.08,0.0,0.0,0.12,0.19,0.0,0.12,0.0,0.23,0.08,0.38,0.08,0.0,0.0,0.31
/venues/1088946,10,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.8
/venues/1091171,21,0.24,0.05,0.0,0.0,0.19,0.1,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.52,0.05,0.38,0.05,0.0,0.24,0.43
/venues/1094211,4,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25
/venues/1097096,8,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
/venues/1100181,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5
/venues/110056,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67
/venues/1101106,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1102666,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1107501,17,0.0,0.06,0.0,0.0,0.0,0.06,0.12,0.0,0.18,0.0,0.0,0.0,0.12,0.0,0.0,0.06,0.18,0.0,0.53,0.0,0.0,0.0,0.12
/venues/1109886,33,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.06,0.0,0.09,0.0,0.0,0.0,0.06
/venues/1110011,2,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
/venues/1111161,28,0.07,0.57,0.0,0.0,0.0,0.07,0.21,0.18,0.07,0.04,0.14,0.18,0.0,0.04,0.82,0.0,0.36,0.29,0.11,0.18,0.0,0.14,0.5
/venues/1111166,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/venues/1112026,7,0.14,0.29,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.0,0.0,0.29,0.43
/venues/1112866,7,0.0,0.14,0.0,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.14
/venues/1116226,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1116236,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1129466,4,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.75
/venues/1129916,100,0.03,0.11,0.03,0.0,0.01,0.33,0.34,0.13,0.11,0.01,0.02,0.07,0.03,0.05,0.05,0.0,0.09,0.04,0.52,0.0,0.0,0.03,0.48
/venues/1129971,361,0.08,0.12,0.04,0.0,0.01,0.24,0.25,0.09,0.07,0.03,0.0,0.27,0.15,0.02,0.04,0.0,0.36,0.01,0.64,0.01,0.02,0.07,0.46
/venues/1130166,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.12,0.0,0.5,0.0,0.0,0.0,0.5
/venues/1130551,29,0.07,0.14,0.03,0.0,0.03,0.31,0.41,0.07,0.17,0.0,0.07,0.21,0.21,0.0,0.17,0.0,0.38,0.1,0.45,0.1,0.0,0.03,0.52
/venues/1134256,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1136926,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1138081,3,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.67
/venues/1138086,268,0.1,0.18,0.03,0.0,0.03,0.17,0.23,0.03,0.09,0.02,0.02,0.24,0.22,0.01,0.01,0.01,0.44,0.07,0.6,0.05,0.01,0.09,0.39
/venues/1141436,5,0.0,0.0,0.0,0.0,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,1.0
/venues/1145821,7,0.0,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.29,0.14,0.0,0.0,0.0,0.43,0.0,0.57,0.0,0.0,0.0,0.43
/venues/1145826,7,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.43,0.14,0.0,0.0,0.0,0.14,0.14,0.71,0.14,0.0,0.14,0.86
/venues/114659,26,0.0,0.04,0.0,0.0,0.0,0.15,0.19,0.15,0.0,0.0,0.0,0.62,0.08,0.04,0.04,0.0,0.12,0.04,0.15,0.0,0.08,0.0,0.81
/venues/114785,116,0.16,0.13,0.06,0.0,0.09,0.07,0.09,0.02,0.3,0.0,0.05,0.09,0.0,0.01,0.14,0.0,0.74,0.07,0.41,0.06,0.0,0.19,0.44
/venues/1148546,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
/venues/1148641,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
/venues/1153811,29,0.0,0.59,0.0,0.0,0.0,0.03,0.21,0.0,0.24,0.0,0.14,0.34,0.0,0.0,0.45,0.03,0.31,0.14,0.14,0.0,0.0,0.14,0.59
/venues/1159311,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1159326,8,0.25,0.5,0.12,0.0,0.0,0.12,0.0,0.0,0.25,0.12,0.12,0.25,0.0,0.0,0.5,0.0,0.38,0.12,0.0,0.0,0.0,0.25,0.75
/venues/116012,20,0.0,0.95,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.65,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.05,0.0,0.0,0.3,0.25
/venues/116025,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2
/venues/116059,9,0.0,0.0,0.0,0.0,0.11,0.22,0.22,0.0,0.22,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.89,0.0,0.33,0.0,0.0,0.0,0.67
/venues/1160906,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/venues/1161071,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1161276,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1161281,89,0.07,0.13,0.04,0.0,0.04,0.13,0.27,0.13,0.24,0.02,0.02,0.2,0.2,0.02,0.22,0.01,0.44,0.03,0.44,0.01,0.0,0.07,0.7
/venues/1170106,5,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4
/venues/1171921,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1173391,8,0.0,0.0,0.0,0.0,0.0,0.38,0.5,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.12,0.12,0.12,0.0,0.0,0.38
/venues/117390,8,0.12,0.0,0.0,0.0,0.25,0.0,0.12,0.0,0.12,0.0,0.0,0.5,0.12,0.0,0.12,0.0,0.12,0.12,0.25,0.12,0.0,0.12,0.75
/venues/1176071,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1176896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1176901,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
/venues/1177266,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
/venues/1178911,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
/venues/1178941,17,0.12,0.35,0.0,0.0,0.06,0.0,0.18,0.06,0.47,0.0,0.0,0.0,0.12,0.0,0.18,0.0,0.29,0.0,0.35,0.0,0.0,0.12,0.47
/venues/1182241,3,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33
/venues/1188686,6,0.0,0.67,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.5,0.0,0.0,0.0,0.33,0.0,0.0,0.5,0.17
/venues/1188696,34,0.09,0.94,0.0,0.0,0.0,0.0,0.24,0.03,0.0,0.09,0.03,0.12,0.0,0.0,0.26,0.0,0.15,0.03,0.0,0.03,0.0,0.12,0.29
/venues/1188701,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5
/venues/1188711,3,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.67
/venues/1189366,7,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.57
/venues/119033,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1190956,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/venues/1193931,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
/venues/1194006,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
/venues/1200066,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
/venues/1203856,12,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.08,0.0,0.92,0.0,0.0,0.0,0.42
/venues/1204021,15,0.07,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.13,0.0,0.0,0.0,0.27,0.13,0.47,0.0,0.0,0.07,0.33
/venues/1205851,3,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1205856,13,0.0,0.08,0.0,0.0,0.0,0.46,0.69,0.0,0.0,0.0,0.0,0.31,0.46,0.0,0.08,0.0,0.62,0.15,0.69,0.15,0.08,0.0,0.62
/venues/120770,71,0.0,0.0,0.0,0.0,0.0,0.94,0.87,0.01,0.0,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.45,0.0,0.21,0.0,0.01,0.0,0.17
/venues/1208996,5,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.8
/venues/1209316,92,0.0,0.07,0.0,0.01,0.01,0.73,0.76,0.0,0.0,0.0,0.01,0.11,0.0,0.0,0.0,0.01,0.17,0.07,0.16,0.07,0.0,0.0,0.17
/venues/1209741,51,0.02,0.0,0.0,0.0,0.0,0.88,0.94,0.04,0.04,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.02,0.0,0.02,0.1
/venues/1211336,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
/venues/121167,32,0.0,0.12,0.06,0.0,0.0,0.22,0.31,0.28,0.03,0.03,0.0,0.16,0.12,0.0,0.0,0.0,0.06,0.0,0.97,0.0,0.03,0.0,0.31
/venues/1215251,19,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.68,0.0,0.32,0.0,0.0,0.32,0.58
/venues/121743,224,0.02,0.07,0.03,0.0,0.01,0.16,0.22,0.17,0.05,0.02,0.0,0.31,0.06,0.0,0.04,0.0,0.18,0.0,0.7,0.0,0.03,0.02,0.49
/venues/121833,166,0.04,0.24,0.01,0.0,0.02,0.18,0.43,0.19,0.16,0.01,0.0,0.28,0.24,0.01,0.04,0.0,0.31,0.04,0.52,0.04,0.01,0.04,0.45
/venues/1218421,14,0.21,0.07,0.0,0.0,0.0,0.21,0.14,0.0,0.14,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.93,0.07,0.29,0.0,0.0,0.21,0.57
/venues/1218431,3,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.33,0.67
/venues/1219296,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
/venues/1227956,78,0.0,0.09,0.0,0.0,0.0,0.65,0.72,0.03,0.04,0.03,0.0,0.17,0.13,0.0,0.08,0.0,0.19,0.1,0.31,0.08,0.0,0.01,0.24
/venues/1230741,17,0.06,0.0,0.0,0.0,0.41,0.06,0.06,0.0,0.06,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.29,0.0,0.53,0.0,0.0,0.06,0.59
/venues/1231261,14,0.43,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.21,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.43,0.79
/venues/1231906,20,0.1,0.05,0.15,0.0,0.1,0.05,0.0,0.0,0.15,0.0,0.1,0.25,0.0,0.0,0.15,0.0,0.45,0.1,0.5,0.1,0.0,0.05,0.7
/venues/1234116,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
/venues/1235451,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1235456,4,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
/venues/123641,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0
/venues/1238491,13,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.15,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15
/venues/1239991,4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.25,0.25,0.25,0.0,0.5,0.25
/venues/1240846,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
/venues/1241286,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/venues/1241291,6,0.0,0.0,0.0,0.0,0.17,0.17,0.33,0.0,0.5,0.0,0.0,0.17,0.33,0.0,0.17,0.0,0.17,0.0,0.17,0.0,0.17,0.0,0.83
/venues/124330,12,0.0,0.5,0.08,0.0,0.0,0.08,0.67,0.08,0.0,0.0,0.42,0.17,0.0,0.0,0.92,0.0,0.33,0.5,0.17,0.25,0.0,0.17,0.67
/venues/1244816,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1251076,2,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0
/venues/1251111,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
/venues/1257581,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.83
/venues/125906,91,0.02,0.1,0.03,0.0,0.02,0.2,0.31,0.14,0.07,0.01,0.0,0.35,0.05,0.02,0.04,0.01,0.18,0.04,0.53,0.04,0.02,0.01,0.57
/venues/125908,78,0.19,0.08,0.0,0.0,0.03,0.03,0.12,0.05,0.18,0.0,0.0,0.46,0.15,0.03,0.0,0.0,0.28,0.01,0.58,0.01,0.0,0.19,0.73
/venues/1260221,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/venues/1260226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
