,style_name,genre_url,genre_name
/style/2045-son-montuno,Son Montuno,,
/style/son-montuno,Son Montuno,,
/style/sonero,Sonero,/genre/latin,Latin
/style/soukous,Soukous,/genre/folk-world-country,"Folk, World, & Country"
/style/soul,Soul,/genre/funk-soul,Funk / Soul
/style/soul-jazz,Soul-Jazz,/genre/jazz,Jazz
/style/6131-soulful-house,Soulful House,,
/style/2013-sound-art,Sound Art,,
/style/sound-collage,Sound Collage,,
/style/2084-sound-poetry,Sound Poetry,,
/style/soundtrack,Soundtrack,/genre/stage-screen,Stage & Screen
/style/southern-rock,Southern Rock,/genre/rock,Rock
/style/space-rock,Space Rock,/genre/rock,Rock
/style/space-age,Space-Age,/genre/electronic,Electronic
/style/spaza,Spaza,/genre/hip-hop,Hip Hop
/style/special-effects,Special Effects,/genre/non-music,Non-Music
/style/speech,Speech,/genre/non-music,Non-Music
/style/speed-garage,Speed Garage,/genre/electronic,Electronic
/style/speed-metal,Speed Metal,/genre/rock,Rock
/style/speedcore,Speedcore,/genre/electronic,Electronic
/style/spoken-word,Spoken Word,/genre/non-music,Non-Music
/style/steel-band,Steel Band,/genre/reggae,Reggae
/style/stoner-rock,Stoner Rock,,
/style/story,Story,/genre/childrens,Children's
/style/surf,Surf,/genre/rock,Rock
/style/swamp-pop,Swamp Pop,/genre/rock,Rock
/style/swing,Swing,/genre/jazz,Jazz
/style/swingbeat,Swingbeat,/genre/funk-soul,Funk / Soul
/style/6229-symphonic-metal,Symphonic Metal,,
/style/symphonic-rock,Symphonic Rock,/genre/rock,Rock
/style/synth-pop,Synth-pop,/genre/electronic,Electronic
/style/synthwave,Synthwave,,
/style/s-u00e1mi-music,Sámi Music,,
/style/sami-music,Sámi Music,/genre/folk-world-country,"Folk, World, & Country"
/style/s-u00e9ga,Séga,,
/style/tango,Tango,/genre/latin,Latin
/style/4045-tankqitai,Tankqitai,,
/style/tekno,TeKno,/genre/electronic,Electronic
/style/tech-house,Tech House,/genre/electronic,Electronic
/style/tech-trance,Tech Trance,,
/style/technical,Technical,/genre/non-music,Non-Music
/style/techno,Techno,/genre/electronic,Electronic
/style/teen-pop,Teen pop,/genre/pop,Pop
/style/tejano,Tejano,/genre/latin,Latin
/style/texas-blues,Texas Blues,/genre/blues,Blues
/style/thai-classical,Thai Classical,/genre/folk-world-country,"Folk, World, & Country"
/style/theme,Theme,/genre/stage-screen,Stage & Screen
/style/therapy,Therapy,/genre/non-music,Non-Music
/style/thrash,Thrash,/genre/rock,Rock
/style/thug-rap,Thug Rap,/genre/hip-hop,Hip Hop
/style/timba,Timba,/genre/latin,Latin
/style/trance,Trance,/genre/electronic,Electronic
/style/trap,Trap,/genre/delete-5,delete_5
/style/5815-trap-house,Trap House,,
/style/tribal,Tribal,/genre/electronic,Electronic
/style/tribal-house,Tribal House,/genre/electronic,Electronic
/style/trip-hop,Trip Hop,/genre/electronic,Electronic
/style/tropical-house,Tropical House,/genre/electronic,Electronic
/style/trova,Trova,/genre/latin,Latin
/style/turntablism,Turntablism,/genre/hip-hop,Hip Hop
/style/twelve-tone,Twelve-tone,/genre/classical,Classical
/style/twist,Twist,,
/style/uk-funky,UK Funky,/genre/electronic,Electronic
/style/uk-garage,UK Garage,/genre/electronic,Electronic
/style/vallenato,Vallenato,/genre/latin,Latin
/style/vaporwave,Vaporwave,/genre/electronic,Electronic
/style/viking-metal,Viking Metal,/genre/rock,Rock
/style/vocal,Vocal,/genre/pop,Pop
/style/volksmusik,Volksmusik,,
/style/western-swing,Western Swing,,
/style/witch-house,Witch House,/genre/electronic,Electronic
/style/6098-wonky-techno,Wonky Techno,,
/style/ye-ye,Yé-Yé,,
/style/zamba,Zamba,,
/style/zarzuela,Zarzuela,,
/style/zemer-ivri,Zemer Ivri,,
/style/zouk,Zouk,/genre/folk-world-country,"Folk, World, & Country"
/style/zydeco,Zydeco,/genre/folk-world-country,"Folk, World, & Country"
/style/entekhno,Éntekhno,/genre/folk-world-country,"Folk, World, & Country"
/style/u00c9ntekhno,Éntekhno,,
