venue_id,nbr_artists,listeners_median,followers_median,acousticness_median,danceability_median,duration_ms_median,energy_median,instrumentalness_median,liveness_median,loudness_median,speechiness_median,tempo_median,valence_median
/venues/3173669,1,1400.0,131.0,0.0089475,0.7175,185731.5,0.743,0.130405,0.1255,-5.673,0.0707,126.59199999999998,0.1995
/venues/3174259,1,266.0,862.0,0.642,0.5790000000000001,492700.0,0.5485,0.52,0.118,-10.596,0.04435,112.20750000000001,0.706
/venues/3174809,2,39300.0,5334.0,0.43525,0.6809999999999999,206144.25,0.4655,2.2125e-06,0.11175,-8.624749999999999,0.035475,121.04325,0.5195000000000001
/venues/3175504,1,86.0,164.0,0.304,0.679,282580.0,0.6105,0.0,0.1315,-8.047,0.20400000000000001,114.119,0.5475
/venues/3176129,1,7.0,23.0,0.8490000000000001,0.5485,247833.5,0.3375,0.03825,0.09325,-9.043500000000002,0.044950000000000004,109.30599999999998,0.2195
/venues/3176309,2,55.0,190.0,0.00019475,0.40125,183647.75,0.8859999999999999,0.0031774999999999998,0.282,-4.243,0.044649999999999995,126.71275,0.374
/venues/3177169,1,1000.0,0.0,,,,,,,,,,
/venues/3177654,3,132700.0,88747.0,0.204,0.67075,227714.25,0.5850000000000001,8.4265e-05,0.141,-7.60525,0.065325,130.5265,0.49550000000000005
/venues/3178264,1,101.0,376.0,0.7625,0.5609999999999999,215272.0,0.35500000000000004,0.34750283499999995,0.1245,-12.568,0.03255,95.7495,0.1975
/venues/3180614,3,1900.0,3348.0,0.01748,0.718,352777.5,0.6,0.6435,0.124,-9.851500000000001,0.079,119.78649999999999,0.485
/venues/3181874,3,776.0,1061.0,0.5495,0.4645,226714.0,0.303,0.0152,0.11349999999999999,-12.696,0.0328,102.57,0.134
/venues/3184134,2,144.0,169.0,0.5409999999999999,0.423,235019.0,0.41500000000000004,0.40800000000000003,0.1265,-12.5325,0.043300000000000005,131.904,0.23399999999999999
/venues/3184189,1,90.0,43.0,0.000647,0.5585,197189.0,0.7925,1.66e-06,0.156,-5.34,0.0343,124.986,0.4275
/venues/3184624,5,162.0,53.0,0.489,0.5485,214015.0,0.526,0.000141,0.0962,-9.043500000000002,0.0465,116.56099999999999,0.452
/venues/3184639,2,86.0,105.0,0.9055,0.41325,267160.25,0.185175,0.471875,0.10137499999999999,-15.164000000000001,0.042675000000000005,119.68875,0.1356
/venues/3184644,1,7.0,23.0,0.8490000000000001,0.5485,247833.5,0.3375,0.03825,0.09325,-9.043500000000002,0.044950000000000004,109.30599999999998,0.2195
/venues/3184859,3,10.0,82.0,0.13640000000000002,0.42000000000000004,205702.5,0.5609999999999999,0.8325,0.14100000000000001,-11.463,0.0797,115.535,0.23550000000000001
/venues/3186994,34,105.5,272.5,0.0451,0.42125,210127.0,0.7342500000000001,0.1776,0.1385,-7.1690000000000005,0.055150000000000005,122.994,0.36524999999999996
/venues/3187014,3,894.0,488.0,0.00164,0.327,307473.5,0.712,0.733,0.105,-8.452,0.0404,133.4815,0.2965
/venues/3187039,1,522.0,634.0,0.1873,0.20800000000000002,256067.0,0.823,0.050100000000000006,0.14600000000000002,-3.223,0.04385,111.3875,0.154
