,0,1,2,3,4,5
saxophone trio,jazz,,,,,
scandinavian r&b,rhythm and blues,,,,,
scandipop,pop music,,,,,
schlager,pop music,,,,,
schranz,electronic music,dance music,,,,
schweizer rap,world music,hip hop music,,,,
sci-fi metal,rock music,,,,,
scorecore,functional music,,,,,
scottish americana,world music,country music,,,,
scottish electronic,electronic music,,,,,
scottish fiddle,world music,folk music,,,,
scottish folk,world music,folk music,,,,
scottish gaelic folk,world music,folk music,,,,
scottish hip hop,scottish hip-hop,,,,,
scottish indie,rock music,,,,,
scottish indie folk,world music,independent music,folk music,,,
scottish indie rock,independent music,alternative,rock music,,,
scottish jazz,jazz,,,,,
scottish metal,rock music,,,,,
scottish new wave,rock music,pop music,hip hop music,world music,electronic music,
scottish rock,rock music,,,,,
scottish singer-songwriter,vocal music,acoustic music,,,,
scottish techno,electronic music,dance music,,,,
scratch,electronic music,,,,,
scream rap,world music,hip hop music,,,,
screamo,experimental music,rock music,,,,
screamocore,rock music,,,,,
seattle hip hop,world music,hip hop music,,,,
seattle indie,rock music,,,,,
seattle metal,rock music,,,,,
second line,instrumental music,,,,,
sefardi,world music,,,,,
sega,sega music,,,,,
serbian alternative rock,alternative,rock music,,,,
serbian electronic,electronic music,,,,,
serbian hip hop,world music,hip hop music,,,,
serbian indie,rock music,,,,,
serbian metal,rock music,,,,,
serialism,art music,,,,,
sertanejo,world music,,,,,
sertanejo pop,world music,pop music,,,,
sertanejo universitario,world music,,,,,
sevdah,world music,folk music,,,,
shamanic,functional music,,,,,
shanghai indie,electronic music,,,,,
shanty,world music,folk music,,,,
sheffield indie,rock music,,,,,
shibuya-kei,world music,pop music,jazz,,,
shimmer pop,pop music,,,,,
shimmer psych,rock music,,,,,
shiver pop,pop music,,,,,
shoegaze,alternative,rock music,,,,
shojo,world music,,,,,
show tunes,musical theater,,,,,
shred,rock music,,,,,
siberian folk,world music,folk music,,,,
singaporean electronic,electronic music,,,,,
singaporean metal,rock music,,,,,
singaporean punk,punk music,rock music,,,,
singer-songwriter,vocal music,acoustic music,,,,
singing bowl,functional music,,,,,
sinhala pop,pop music,,,,,
sitar,world music,jazz,world fusion music,,,
ska,ska,,,,,
ska argentino,ska,,,,,
ska chileno,ska,,,,,
ska espanol,ska,,,,,
ska jazz,ska jazz,,,,,
ska mexicano,ska,,,,,
ska punk,ska,rock music,,,,
ska revival,ska,,,,,
skate punk,rock music,,,,,
skiffle,folk music,,,,,
skinhead oi,rock music,,,,,
skramz,experimental music,rock music,,,,
sky room,dance music,,,,,
slam death metal,rock music,,,,,
slam poetry,world music,hip hop music,,,,
slamming deathcore,electronic music,dance music,rock music,,,
slap house,electronic music,dance music,,,,
slavic folk metal,world music,rock music,folk music,,,
slavic metal,rock music,,,,,
slayer,rock music,,,,,
slc indie,independent music,,,,,
sleaze rock,sleaze rock,,,,,
sleep,functional music,,,,,
slovak electronic,electronic music,,,,,
slovak folk,world music,folk music,,,,
slovak hip hop,world music,hip hop music,,,,
slovak metal,rock music,,,,,
slovenian electronic,electronic music,,,,,
slovenian hip hop,world music,hip hop music,,,,
slovenian indie,experimental music,electronic music,,,,
slovenian metal,rock music,,,,,
slovenian pop,pop music,,,,,
slovenian rock,world music,rock music,,,,
slowcore,alternative,independent music,rock music,,,
sludge metal,blues,rock music,psychedelic music,,,
sludgecore,rock music,,,,,
small room,independent music,rock music,,,,
smooth jazz,jazz,,,,,
smooth saxophone,jazz,,,,,
smooth soul,soul music,rhythm and blues,funk,pop music,,
smutny rap,world music,hip hop music,,,,
soca,world music,,,,,
socal pop punk,punk music,pop music,rock music,,,
social media pop,pop music,,,,,
soda pop,pop music,,,,,
soft rock,pop music,rock music,,,,
solo wave,world music,hip hop music,electronic music,,,
son cubano,world music,,,,,
son cubano clasico,world music,,,,,
son jarocho,world music,folk music,,,,
sophisti-pop,pop music,,,,,
soukous,world music,congolese rumba,,,,
soul,soul music,rhythm and blues,,,,
soul blues,soul blues,,,,,
soul flow,soul music,rhythm and blues,,,,
soul jazz,soul music,rhythm and blues,jazz,,,
souldies,soul music,rhythm and blues,,,,
soulful house,electronic music,dance music,,,,
sound art,sound art,,,,,
sound collage,experimental music,,,,,
sound effects,functional music,,,,,
soundtrack,functional music,,,,,
south african alternative,world music,alternative,,,,
south african choral,world music,vocal music,,,,
south african electronic,world music,electronic music,,,,
south african gospel,world music,functional music,,,,
south african hip hop,world music,hip hop music,,,,
south african house,world music,electronic music,dance music,,,
south african jazz,world music,jazz,,,,
south african metal,world music,rock music,,,,
south african modern jazz,world music,musical modernism,jazz,,,
south african pop,world music,pop music,,,,
south african pop dance,world music,pop music,dance,dance music,,
south african punk,world music,punk music,rock music,,,
south african r&b,world music,rhythm and blues,,,,
south african rock,world music,rock music,,,,
south asian metal,rock music,,,,,
south carolina hip hop,world music,hip hop music,,,,
south carolina indie,world music,pop music,country music,,,
south carolina metal,rock music,,,,,
south dakota indie,rock music,,,,,
southampton indie,rock music,,,,,
southern americana,world music,country music,,,,
southern china indie,pop music,alternative,independent music,rock music,,
southern hip hop,world music,hip hop music,,,,
southern metal,rock music,,,,,
southern rock,rock music,,,,,
southern soul,soul music,rhythm and blues,,,,
southern soul blues,soul music,rhythm and blues,blues,soul blues,,
soviet synthpop,pop music,electronic music,rock music,,,
sovietwave,electronic music,,,,,
space rock,rock music,psychedelic music,,,,
spacewave,electronic music,,,,,
spanish black metal,world music,rock music,,,,
spanish blues,blues,,,,,
spanish death metal,rock music,,,,,
spanish electronic,electronic music,,,,,
spanish experimental,experimental music,,,,,
spanish folk,world music,folk music,,,,
spanish folk metal,world music,rock music,folk music,,,
spanish folk rock,world music,rock music,folk music,,,
spanish hip hop,world music,hip hop music,,,,
spanish indie folk,world music,independent music,folk music,,,
spanish indie pop,pop music,alternative,independent music,rock music,,
spanish indie rock,independent music,alternative,rock music,,,
spanish invasion,world music,,,,,
spanish jazz,world music,jazz,,,,
spanish metal,rock music,,,,,
spanish modern rock,musical modernism,rock music,modern rock,,,
spanish new wave,rock music,pop music,hip hop music,world music,electronic music,
spanish pop,pop music,,,,,
spanish pop rock,pop music,rock music,,,,
spanish post-rock,experimental music,rock music,,,,
spanish progressive rock,world music,rock music,,,,
spanish punk,punk music,rock music,,,,
spanish reggae,music of jamaica,,,,,
spanish rock,world music,rock music,,,,
spanish rockabilly,rock music,,,,,
spanish synthpop,pop music,electronic music,rock music,,,
spanish techno,electronic music,dance music,,,,
speed garage,electronic music,dance music,,,,
speed metal,rock music,,,,,
speedcore,electronic music,dance music,,,,
speedrun,electronic music,,,,,
spiritual hip hop,world music,hip hop music,,,,
spiritual jazz,art music,jazz,,,,
spirituals,world music,folk music,,,,
spoken word,world music,hip hop music,,,,
springfield mo indie,alternative,independent music,rock music,,,
st louis rap,world music,hip hop music,,,,
st petersburg fl indie,experimental music,rock music,,,,
stateside dnb,electronic music,dance music,,,,
steampunk,steampunk music,,,,,
steel guitar,acoustic music,,,,,
steelpan,world music,,,,,
stl indie,rock music,,,,,
stockholm indie,independent music,rock music,,,,
stomp and flutter,stomp and flutter,,,,,
stomp and holler,rock music,,,,,
stomp and whittle,pop music,,,,,
stomp pop,pop music,,,,,
stoner metal,rock music,,,,,
stoner rock,rock music,,,,,
straight edge,rock music,,,,,
straight-ahead jazz,straight-ahead jazz,,,,,
street band,street music,,,,,
street punk,rock music,,,,,
street punk espanol,punk music,rock music,street music,,,
streichquartett,art music,,,,,
stride,world music,jazz,parlour music,,,
string orchestra,string orchestra,,,,,
string quartet,art music,,,,,
strut,pop music,,,,,
study beats,electronic music,,,,,
stuttgart indie,rock music,,,,,
substep,electronic music,,,,,
sudanese pop,pop music,,,,,
sufi,world music,art music,functional music,,,
sung poetry,vocal music,acoustic music,,,,
sunnlensk tonlist,acoustic music,pop music,folk music,world music,vocal music,
sunshine pop,pop music,,,,,
suomi rock,rock music,,,,,
suomirap,world music,hip hop music,,,,
super eurobeat,electronic music,,,,,
supergroup,rock music,,,,,
surf music,pop music,rock music,,,,
surf punk,pop music,rock music,,,,
svensk indie,independent music,,,,,
swamp blues,blues,,,,,
swamp rock,world music,pop music,rock music,folk music,,
swancore,rock music,,,,,
swansea indie,rock music,,,,,
swedish alternative rock,alternative,rock music,,,,
swedish americana,world music,country music,,,,
swedish black metal,world music,rock music,,,,
swedish blues,blues,,,,,
swedish country,world music,country music,,,,
swedish dancehall,music of jamaica,,,,,
swedish death metal,rock music,,,,,
swedish doom metal,blues,rock music,psychedelic music,,,
swedish drill,world music,hip hop music,,,,
swedish electronic,electronic music,,,,,
swedish electropop,pop music,electronic music,,,,
swedish emo,experimental music,rock music,,,,
swedish eurodance,electronic music,dance music,,,,
swedish experimental,experimental music,,,,,
swedish folk pop,world music,pop music,acoustic music,folk music,,
swedish gangsta rap,world music,hip hop music,,,,
swedish garage rock,rock music,,,,,
swedish grindcore,rock music,,,,,
swedish hard rock,rock music,,,,,
swedish hardcore,electronic music,dance music,rock music,,,
swedish heavy metal,rock music,,,,,
swedish hip hop,world music,hip hop music,,,,
swedish house,electronic music,dance music,,,,
swedish idol pop,pop music,,,,,
swedish indie folk,world music,independent music,folk music,,,
swedish indie pop,pop music,alternative,independent music,rock music,,
swedish indie rock,independent music,alternative,rock music,,,
swedish jazz,world music,jazz,,,,
swedish melodeath,rock music,,,,,
swedish melodic rock,rock music,,,,,
swedish metal,rock music,,,,,
swedish metalcore,rock music,,,,,
swedish pop,pop music,,,,,
swedish pop punk,punk music,pop music,rock music,,,
swedish pop rap,world music,pop music,hip hop music,,,
swedish post-hardcore,experimental music,electronic music,dance music,rock music,,
swedish post-punk,punk music,rock music,,,,
swedish power metal,rock music,,,,,
swedish prog,rock music,,,,,
swedish progressive metal,progressive music,rock music,,,,
swedish psychedelic rock,rock music,psychedelic music,,,,
swedish punk,world music,rock music,,,,
swedish reggae,music of jamaica,,,,,
swedish rockabilly,rock music,,,,,
swedish singer-songwriter,vocal music,acoustic music,,,,
swedish soul,soul music,rhythm and blues,,,,
swedish stoner rock,rock music,,,,,
swedish synth,electronic music,,,,,
swedish synthpop,pop music,electronic music,rock music,,,
swedish techno,electronic music,dance music,,,,
swedish trap,world music,hip hop music,,,,
swedish trap pop,world music,pop music,hip hop music,,,
swedish tropical house,world music,electronic music,dance music,,,
swedish underground rap,world music,hip hop music,independent music,underground music,,
swing,jazz,,,,,
swing italiano,jazz,,,,,
swing revival,swing revival,,,,,
swiss alternative rock,alternative,rock music,,,,
swiss black metal,world music,rock music,,,,
swiss classical piano,art music,,,,,
swiss country,world music,country music,,,,
swiss experimental,experimental music,,,,,
swiss folk,world music,folk music,,,,
swiss hip hop,world music,hip hop music,,,,
swiss house,electronic music,dance music,,,,
swiss indie,world music,hip hop music,,,,
swiss indie folk,world music,independent music,folk music,,,
swiss jazz,jazz,,,,,
swiss metal,rock music,,,,,
swiss pop,pop music,,,,,
swiss punk,punk music,rock music,,,,
swiss reggae,music of jamaica,,,,,
swiss rock,world music,rock music,,,,
swiss singer-songwriter,vocal music,acoustic music,,,,
swiss techno,electronic music,dance music,,,,
swiss trap,world music,hip hop music,,,,
swiss worship,electronic music,dance music,functional music,,,
sydney indie,pop music,,,,,
symfonicky orchestr,orchestra,art music,,,,
symphonic black metal,rock music,,,,,
symphonic death metal,rock music,instrumental music,,,,
symphonic deathcore,instrumental music,electronic music,dance music,rock music,,
symphonic melodic death metal,rock music,instrumental music,,,,
symphonic metal,rock music,,,,,
symphonic power metal,rock music,,,,,
symphonic rock,rock music,,,,,
synth funk,funk,rhythm and blues,,,,
synth punk,electronic music,rock music,,,,
synthesizer,rock music,,,,,
synthetic classical,art music,,,,,
synthpop,pop music,electronic music,rock music,,,
synthwave,electronic music,,,,,
syrian pop,pop music,,,,,
t-pop girl group,rhythm and blues,pop music,rock music,,,
tabla,world music,art music,,,,
tagalog rap,world music,hip hop music,,,,
taiko,instrumental music,,,,,
taiwan classical performance,art music,,,,,
taiwan experimental,experimental music,,,,,
taiwan hip hop,world music,hip hop music,,,,
taiwan indie,world music,pop music,,,,
taiwan instrumental,instrumental music,,,,,
taiwan metal,rock music,,,,,
taiwan pop,world music,pop music,,,,
taiwan rock,world music,rock music,,,,
talent show,pop music,,,,,
talentkonkurranse,world music,pop music,,,,
tamaulipas indie,experimental music,rock music,,,,
tamil hip hop,world music,hip hop music,,,,
tamil pop,pop music,,,,,
tango,world music,dance music,,,,
tango cancion,tango canción,,,,,
tape club,experimental music,dance music,,,,
tar,world music,neo music,,,,
tarantella,tarantella,,,,,
tatar folk,world music,,,,,
tavern,rock music,,,,,
tech house,electronic music,dance music,,,,
tech trance,tech trance,,,,,
technical black metal,world music,rock music,,,,
technical brutal death metal,rock music,,,,,
technical death metal,rock music,,,,,
technical deathcore,electronic music,dance music,rock music,,,
technical grindcore,rock music,,,,,
technical groove metal,rock music,,,,,
technical melodic death metal,rock music,,,,,
technical thrash,rock music,,,,,
techno,electronic music,dance music,,,,
techno argentina,electronic music,dance music,,,,
techno rave,electronic music,dance music,,,,
teen pop,pop music,,,,,
tejano,world music,,,,,
tekk,electronic music,dance music,,,,
tekno,electronic music,dance music,,,,
tempe indie,rock music,,,,,
tennessee experimental,experimental music,,,,,
tennessee hip hop,world music,hip hop music,,,,
tennessee metal,rock music,,,,,
terrorcore,terrorcore,,,,,
tex-mex,rock music,,,,,
texas blues,blues,,,,,
texas country,world music,country music,,,,
texas hardcore,electronic music,dance music,rock music,,,
texas latin rap,world music,hip hop music,,,,
texas metal,rock music,,,,,
texas pop punk,punk music,pop music,rock music,,,
texas punk,punk music,rock music,,,,
thai folk,world music,folk music,,,,
thai idol,world music,pop music,,,,
thai indie,world music,pop music,,,,
thai indie pop,pop music,alternative,independent music,rock music,,
thai indie rock,independent music,alternative,rock music,,,
thai pop,world music,pop music,,,,
thai psychedelic,psychedelic music,,,,,
thai rock,world music,rock music,,,,
thai teen pop,pop music,,,,,
thall,rock music,,,,,
theme,functional music,,,,,
theremin,pop music,,,,,
thrash core,rock music,,,,,
thrash metal,rock music,,,,,
thrash-groove metal,rock music,,,,,
throat singing,world music,,,,,
tibetan mantra,world music,pop music,,,,
tibetan pop,pop music,,,,,
tibetan traditional,world music,,,,,
tijuana electronic,electronic music,,,,,
tijuana indie,rock music,,,,,
timba,timba,,,,,
togolese pop,pop music,,,,,
tolkien metal,rock music,,,,,
tone,functional music,,,,,
toronto indie,rock music,,,,,
toronto rap,world music,hip hop music,,,,
trad quebecois,world music,folk music,,,,
traditional blues,world music,blues,,,,
traditional british folk,world music,folk music,,,,
traditional english folk,world music,folk music,,,,
traditional funk,funk,rhythm and blues,world music,,,
traditional reggae,world music,music of jamaica,,,,
traditional scottish folk,world music,folk music,,,,
traditional ska,ska,world music,,,,
trance,electronic music,dance music,,,,
trance brasileiro,electronic music,dance music,,,,
trance mexicano,electronic music,dance music,,,,
trancecore,electronic music,dance music,,,,
transpop,world music,pop music,,,,
trap,world music,hip hop music,,,,
trap antillais,world music,hip hop music,,,,
trap argentino,world music,hip hop music,,,,
trap boricua,world music,hip hop music,,,,
trap brasileiro,world music,hip hop music,,,,
trap dominicano,world music,hip hop music,,,,
trap funk,funk,rhythm and blues,hip hop music,world music,,
trap italiana,world music,hip hop music,,,,
trap latino,world music,hip hop music,,,,
trap pesado,world music,hip hop music,,,,
trap queen,world music,hip hop music,,,,
trap soul,soul music,rhythm and blues,hip hop music,world music,,
trap triste,world music,hip hop music,,,,
traprun,electronic music,,,,,
trash rock,rock music,,,,,
triangle indie,rock music,,,,,
tribal house,electronic music,dance music,,,,
tribute,functional music,,,,,
trinidadian reggae,music of jamaica,,,,,
trip hop,electronic music,dance music,,,,
trondersk musikk,world music,country music,,,,
trondheim indie,independent music,,,,,
tropical,world music,,,,,
tropical alternativo,world music,,,,,
tropical house,electronic music,dance music,,,,
tropicalia,world music,,,,,
trova,world music,,,,,
truck-driving country,world music,country music,,,,
tuareg guitar,world music,acoustic music,,,,
tucson indie,rock music,,,,,
tulsa indie,world music,country music,,,,
tunisian pop,pop music,,,,,
turbo folk,turbo-folk,,,,,
turin indie,punk music,alternative,rock music,,,
turkish alt pop,pop music,,,,,
turkish alternative rock,world music,alternative,rock music,,,
turkish black metal,world music,rock music,,,,
turkish death metal,rock music,,,,,
turkish edm,electronic music,dance music,,,,
turkish electronic,electronic music,,,,,
turkish experimental,experimental music,,,,,
turkish folk,world music,folk music,,,,
turkish hip hop,world music,hip hop music,,,,
turkish instrumental,instrumental music,,,,,
turkish jazz,jazz,,,,,
turkish metal,rock music,,,,,
turkish modern jazz,musical modernism,jazz,,,,
turkish pop,world music,pop music,,,,
turkish post-punk,punk music,rock music,,,,
turkish psych,jazz,,,,,
turkish punk,punk music,rock music,,,,
turkish reggae,music of jamaica,,,,,
turkish rock,world music,rock music,,,,
turkish singer-songwriter,vocal music,acoustic music,,,,
turkish trap,world music,hip hop music,,,,
turkish trap pop,world music,pop music,hip hop music,,,
turntablism,world music,hip hop music,experimental music,,,
tuvan folk,world music,folk music,,,,
twee indie pop,pop music,alternative,independent music,rock music,,
twee pop,independent music,pop music,alternative,rock music,,
twoubadou,twoubadou,,,,,
tzadik,jazz,,,,,
uae indie,world music,rock music,jazz,,,
ugandan pop,pop music,,,,,
uilleann pipes,world music,folk music,,,,
uk alternative hip hop,world music,alternative,hip hop music,,,
uk alternative pop,pop music,alternative,,,,
uk americana,world music,country music,,,,
uk beatdown,electronic music,,,,,
uk contemporary jazz,art music,jazz,contemporary music,,,
uk contemporary r&b,rhythm and blues,art music,contemporary music,,,
uk dance,dance,dance music,,,,
uk dancehall,music of jamaica,,,,,
uk diy punk,punk music,rock music,,,,
uk dnb,electronic music,,,,,
uk doom metal,blues,rock music,psychedelic music,,,
uk drill,world music,hip hop music,,,,
uk dub,electronic music,music of jamaica,,,,
uk experimental electronic,experimental music,electronic music,,,,
uk funky,electronic music,dance music,,,,
uk garage,electronic music,dance music,,,,
uk hip hop,world music,hip hop music,,,,
uk house,electronic music,dance music,,,,
uk metalcore,rock music,,,,,
uk noise rock,experimental music,electronic music,rock music,,,
uk pop,pop music,,,,,
uk pop punk,punk music,pop music,rock music,,,
uk post-hardcore,experimental music,electronic music,dance music,rock music,,
uk post-metal,experimental music,alternative,rock music,,,
uk post-punk,punk music,rock music,,,,
uk post-punk revival,independent music,punk music,alternative,rock music,,
uk reggae,music of jamaica,,,,,
uk rockabilly,rock music,,,,,
uk stoner rock,rock music,,,,,
uk tech house,electronic music,dance music,,,,
uk worship,functional music,,,,,
uk82,rock music,,,,,
ukg revival,electronic music,,,,,
ukhc,electronic music,,,,,
ukrainian black metal,world music,rock music,,,,
ukrainian classical piano,art music,,,,,
ukrainian electronic,electronic music,,,,,
ukrainian experimental,experimental music,,,,,
ukrainian folk,world music,folk music,,,,
ukrainian hip hop,world music,hip hop music,,,,
ukrainian indie,world music,ukrainian rock,experimental music,folk music,,
ukrainian metal,world music,rock music,,,,
ukrainian pop,world music,pop music,,,,
ukrainian rock,ukrainian rock,,,,,
ukulele,instrumental music,,,,,
umea hardcore,rock music,,,,,
umea indie,rock music,,,,,
unblack metal,rock music,functional music,,,,
underground boom bap,world music,hip hop music,underground music,,,
underground hip hop,world music,hip hop music,independent music,underground music,,
underground power pop,pop music,rock music,underground music,,,
underground rap,world music,hip hop music,independent music,underground music,,
uplifting trance,electronic music,dance music,,,,
uppsala indie,rock music,,,,,
uptempo hardcore,electronic music,dance music,,,,
urban contemporary,urban contemporary,,,,,
uruguayan indie,world music,rock music,,,,
us power metal,world music,rock music,,,,
usbm,rock music,,,,,
utah metal,rock music,,,,,
uzbek pop,world music,pop music,,,,
v-pop,v-pop,,,,,
vallenato,world music,folk music,,,,
vallenato moderno,world music,folk music,,,,
vancouver indie,rock music,,,,,
vancouver metal,rock music,,,,,
vancouver punk,punk music,rock music,,,,
vapor house,electronic music,dance music,,,,
vapor pop,pop music,,,,,
vapor soul,soul music,rhythm and blues,,,,
vapor trap,electronic music,,,,,
vapor twitch,electronic music,,,,,
vaporwave,electronic music,,,,,
variete francaise,world music,pop music,,,,
varmland rock,rock music,,,,,
vegan straight edge,rock music,,,,,
vegas indie,rock music,,,,,
velha guarda,world music,choro,,,,
venezuelan hip hop,world music,hip hop music,,,,
venezuelan indie,independent music,,,,,
venezuelan rock,world music,rock music,,,,
vermont indie,folk music,,,,,
vgm remix,electronic music,,,,,
victoria bc indie,rock music,,,,,
video game music,electronic music,functional music,,,,
vienna indie,pop music,,,,,
vietnamese bolero,vietnamese bolero,,,,,
vietnamese pop,v-pop,,,,,
viking black metal,world music,rock music,,,,
viking folk,world music,folk music,,,,
viking metal,rock music,,,,,
vintage french electronic,world music,electronic music,,,,
vintage italian soundtrack,functional music,,,,,
vintage schlager,pop music,,,,,
viola,instrumental music,,,,,
viola da gamba,instrumental music,,,,,
violao,world music,choro,,,,
violin,art music,,,,,
viral pop,pop music,,,,,
viral pop brasileiro,pop music,,,,,
viral rap,world music,hip hop music,,,,
viral trap,world music,hip hop music,,,,
virgin islands reggae,music of jamaica,,,,,
virginia hip hop,world music,hip hop music,,,,
virginia indie,rock music,,,,,
virginia metal,rock music,,,,,
virginia punk,punk music,rock music,,,,
visual kei,rock music,,,,,
vlaamse rap,world music,hip hop music,,,,
vocal ensemble,vocal music,,,,,
vocal house,electronic music,dance music,,,,
vocal jazz,vocal music,jazz,,,,
vocal trance,electronic music,dance music,,,,
vocaloid,dance music,electronic music,functional music,rock music,,
vogue,electronic music,dance music,,,,
voidgaze,rock music,,,,,
voidgrind,rock music,,,,,
volksmusik,world music,folk music,,,,
volkspop,pop music,,,,,
volkstumliche musik,volkstümliche musik,,,,,
wagnerian singing,art music,,,,,
war metal,rock music,,,,,
warm drone,experimental music,electronic music,,,,
warrington indie,electronic music,,,,,
washboard,instrumental music,,,,,
washington indie,rock music,,,,,
wassoulou,world music,,,,,
wave,world music,hip hop music,electronic music,,,
weightless,electronic music,,,,,
weirdcore,pop music,alternative,independent music,rock music,,
wellington indie,world music,rock music,folk music,,,
welsh hip hop,world music,hip hop music,,,,
welsh indie,rock music,,,,,
welsh metal,rock music,,,,,
welsh rock,rock music,,,,,
west african jazz,world music,jazz,,,,
west coast rap,world music,hip hop music,,,,
west coast trap,world music,hip hop music,,,,
west virginia indie,rock music,,,,,
west virginia metal,rock music,,,,,
west yorkshire indie,independent music,,,,,
western americana,world music,country music,,,,
western mass indie,world music,,,,,
western saharan folk,world music,folk music,,,,
western swing,world music,country music,,,,
white noise,experimental music,electronic music,,,,
wind ensemble,acoustic music,,,,,
windsor on indie,rock music,,,,,
winnipeg hip hop,world music,hip hop music,,,,
wisconsin indie,rock music,,,,,
wisconsin metal,rock music,,,,,
witch house,electronic music,,,,,
women's choir,women's music,,,,,
women's music,women's music,,,,,
wonky,electronic music,dance music,,,,
worcester ma indie,rock music,,,,,
workout product,functional music,,,,,
world,world music,,,,,
world devotional,world music,,,,,
world fusion,world fusion music,,,,,
world meditation,world music,functional music,,,,
world worship,world music,,,,,
worship,functional music,,,,,
wrestling,rock music,,,,,
wu fam,world music,hip hop music,,,,
wyoming indie,rock music,,,,,
xhosa,xhosa music,,,,,
xtra raw,electronic music,dance music,,,,
yacht rock,yacht rock,,,,,
ye ye,pop music,,,,,
yemeni pop,pop music,,,,,
yoik,world music,,,,,
york indie,rock music,,,,,
yorkshire folk,world music,folk music,,,,
youth orchestra,orchestra,youth music,,,,
yugoslav new wave,rock music,,,,,
yugoslav rock,rock music,,,,,
zambian hip hop,world music,hip hop music,,,,
zenonesque,electronic music,,,,,
zeuhl,experimental music,art music,rock music,,,
zillertal,pop music,,,,,
zim urban groove,world music,,,,,
zolo,rock music,,,,,
zouk,world music,,,,,
zurich indie,world music,rock music,,,,
