,artist_id,linked_artist_id,artist_name,spotify_name,spotify_id,spotify_followers,spotify_listeners
6592,/artists/332325-darkmoon,/artists/332325-darkmoon,Darkmoon,Darkmoon,2ayQYd927hqawlwavXl7Bt,229.0,788.0
6593,/artists/4260516-darkness-falls,/artists/4260516-darkness-falls,Darkness Falls,Darkness Falls,75bUxhTWz3Q6CTyY8fwC0b,4798.0,6400.0
6594,/artists/8493248-darko-stronqvist,/artists/8493248-darko-stronqvist,Darko Stronqvist,,,,
6595,/artists/3668821-darkrise,/artists/3668821-darkrise,Darkrise,Darkrise,7cvEt7MeZHw1cTv20zoS0X,2.0,6400.0
6596,/artists/7345119-darkside,/artists/7345119-darkside,Darkside,DARKSIDE,2933wDUojoQmvqSdTAE5NB,197765.0,484800.0
6597,/artists/417507-darkspace,/artists/417507-darkspace,Darkspace,Darkspace,4sww0FgGlUX3NCrrJleszz,20553.0,3900.0
6598,/artists/526757-darkstar,/artists/526757-darkstar,Darkstar,Darkstar,45ALMSzoLNFkaYxyhS4QZ1,28071.0,47100.0
6599,/artists/7428394-darktek,/artists/7428394-darktek,Darktek,Darktek,6KjX86OwTOcAlbcVNVcjsh,38369.0,172200.0
6600,/artists/5424088-darling-farah,/artists/5424088-darling-farah,Darling Farah,Darling Farah,7v9Io7kdgzpAfRYADgkTFT,999.0,1600.0
6601,/artists/8731309-darling-west,/artists/8731309-darling-west,Darling West,Darling West,0mKLP9jGn5eAZDlaq7UYQY,5827.0,85100.0
6602,/artists/9102564-darlly-maia,/artists/9102564-darlly-maia,Darlly Maia,Darlly Maia,2VNtBfXkh06m688WfTnlpp,81.0,33.0
6603,/artists/9399419-darman,/artists/9399419-darman,Darman,Darman,4H4tD4MCcpU7gy7qf8ZQti,1297.0,35.0
6604,/artists/397758-darrell-nulisch,/artists/397758-darrell-nulisch,Darrell Nulisch,Darrell Nulisch,5xBekcOlP8jLrvMqpC6MtV,275.0,116.0
6605,/artists/3722141-darrell-nulisch-band,/artists/3722141-darrell-nulisch-band,Darrell Nulisch Band,,,,
6606,/artists/2797441-darren-eedens,/artists/2797441-darren-eedens,Darren Eedens,Darren Eedens,4loZUqkq5T3p93IjUhoDaO,142.0,11.0
6607,/artists/330685-darren-emerson,/artists/330685-darren-emerson,Darren Emerson,Darren Emerson,2vePaJjwrZ6zVLAxf6UrCy,10682.0,22500.0
6608,/artists/67269-darren-hanlon,/artists/67269-darren-hanlon,Darren Hanlon,Darren Hanlon,0e1rRNkYxmrlDewTwmpA6K,6580.0,10700.0
6609,/artists/380793-darren-hayman,/artists/380793-darren-hayman,Darren Hayman,Darren Hayman,7z1zIVirda43ep7aMRkXYH,3329.0,1400.0
6610,/artists/7393184-darren-porter,/artists/7393184-darren-porter,Darren Porter,Darren Porter,04b2pmUXaBL8wHacSaOplA,13662.0,89800.0
6611,/artists/4576378-darrien,/artists/4576378-darrien,Darrien,Darrien,2k4JLaR6VZwIZYKeYQuH62,60.0,1000.0
