artist_id,match_error,artist_name,spotify_name,spotify_id,spotify_similarity,spotify_popularity,spotify_followers,spotify_listeners,spotify_genre_1,spotify_genre_2,spotify_genre_3,spotify_genre_4,spotify_genre_5,spotify_genre_6,spotify_genre_7,spotify_genre_8,spotify_genre_9,spotify_genre_10,spotify_genre_11,spotify_genre_12,spotify_genre_13,spotify_genre_14,spotify_genre_15,spotify_genre_16,spotify_genre_17,spotify_genre_18,linked_artist_id
/artists/1301647-meer,,**@meer**,MEER,4pAX6VBnbccF9uVcb9EGiq,0.62,21,1420,2400,deep progressive rock,,,,,,,,,,,,,,,,,,
/artists/2129011-marius-mullerwesternhagen,,Marius Müller-Westernhagen,Westernhagen,6El2bDJ8PlTKVYyEPWxfAS,0.63,55,224624,587300,german pop,german rock,liedermacher,,,,,,,,,,,,,,,,/artists/4075931-westernhagen
/artists/8282288-micro-hq,X,Micro HQ,Microsha 89,12WAu22wvEjz1qtJefAGhV,0.63,2,36,126,,,,,,,,,,,,,,,,,,,
/artists/7266369-est-symphony,X,E.s.t. Symphony,Embrace the Symphony,1cjW2lwl0iBwTxIDM3FUxJ,0.63,0,10,9,,,,,,,,,,,,,,,,,,,
/artists/3541061-spirit-of-gospel,X,The Spirit of Gospel,Fruit of the Spirit Gospel Singers,5kY1l74bVkMr9NKCEj8z6J,0.63,0,30,6,gospel singers,,,,,,,,,,,,,,,,,,
/artists/7030084-world-squad,X,World Squad,World Racketeering Squad,1Lk7BrN3VpQNpViUGNgfxp,0.63,0,7,5,,,,,,,,,,,,,,,,,,,
/artists/8650729-david-nance-band,X,David Nance Band,David Cuningham Scottish Dance Band,6mh47Y4cofPeht5jB8Tvka,0.63,0,13,68,ceilidh,traditional scottish folk,,,,,,,,,,,,,,,,,
/artists/9158709-neillink,X,Neil'link,Neil Innes,1Os8dbAw15y0pCfTZH0Sq0,0.63,13,3401,2300,comic,,,,,,,,,,,,,,,,,,
/artists/3612076-rappresentas,X,Rappresentas,La rappresentante di lista,0YmQyGKpZgGSDxsC8iEGQU,0.63,50,43793,259899,indie siciliano,italian indie pop,,,,,,,,,,,,,,,,,
/artists/3181586-2-tages,,2 Tages,2:Tages:Bart,79te3u5Y58OU3OsyNFxkzC,0.63,10,148,1600,,,,,,,,,,,,,,,,,,,
/artists/5913754-rollator,X,Rollator,Roll for It,0eZBRM0rZdHu5PLw7aNzsB,0.63,26,3715,16500,,,,,,,,,,,,,,,,,,,
/artists/2771561-sharon-shannon-band,,Sharon Shannon Band,Martin Staunton & The Sharon Shannon Band,2xzP7H59KkUxUTZBoYacYo,0.63,0,32,81,,,,,,,,,,,,,,,,,,,
