,spotify_genre,top_genre
4640,progressive power metal,rock music
4641,progressive psytrance,electronic music
4642,progressive psytrance,dance music
4643,progressive rock,rock music
4644,progressive sludge,rock music
4645,progressive technical death metal,rock music
4646,progressive thrash,rock music
4647,progressive trance,electronic music
4648,progressive trance,dance music
4649,progressive trance house,electronic music
4650,progressive trance house,rock music
4651,progressive trance house,dance music
4652,progressive uplifting trance,electronic music
4653,progressive uplifting trance,rock music
4654,progressive uplifting trance,dance music
4655,proto-rap,world music
4656,proto-rap,hip hop music
4657,proto-techno,electronic music
4658,proto-techno,dance music
4659,protopunk,rock music
4660,psicodelia brasileira,rhythm and blues
4661,psicodelia brasileira,jazz
4662,psicodelia chilena,world music
4663,psicodelia mexicana,rock music
4664,psybass,electronic music
4665,psych gaze,rock music
4666,psychedelic blues-rock,rock music
4667,psychedelic blues-rock,blues
4668,psychedelic doom,rock music
4669,psychedelic folk,folk music
4670,psychedelic folk rock,world music
4671,psychedelic folk rock,rock music
4672,psychedelic folk rock,folk music
4673,psychedelic hip hop,world music
4674,psychedelic hip hop,hip hop music
4675,psychedelic jazz fusion,rock music
4676,psychedelic jazz fusion,jazz
4677,psychedelic pop,pop music
4678,psychedelic punk,rock music
4679,psychedelic rock,rock music
4680,psychedelic soul,soul music
4681,psychedelic soul,rhythm and blues
4682,psychedelic space rock,electronic music
4683,psychedelic space rock,rock music
4684,psychedelic trance,electronic music
4685,psychedelic trance,dance music
4686,psychill,electronic music
4687,psychobilly,rock music
4688,psychokore,world music
4689,psychokore,hip hop music
4690,psydub,electronic music
4691,psytech,electronic music
4692,psytech,dance music
4693,pub rock,rock music
4694,puerto rican folk,world music
4695,puerto rican folk,folk music
4696,puerto rican indie,electronic music
4697,puerto rican indie,rock music
4698,puerto rican pop,pop music
4699,puerto rican rock,rock music
4700,puglia indie,electronic music
4701,punjabi pop,pop music
4702,punk,rock music
4703,punk 'n' roll,rock music
4704,punk blues,rock music
4705,punk catala,rock music
4706,punk chileno,rock music
4707,punk colombiano,rock music
4708,punk mexicano,rock music
4709,punk rock italiano,rock music
4710,punk ska,world music
4711,punk ska,rock music
4712,punk tuga,rock music
4713,punk urbano,world music
4714,punk urbano,rock music
4715,purple sound,electronic music
4716,purple sound,dance music
4717,qanun,instrumental music
4718,quartetto d'archi,art music
4719,quatuor a cordes,art music
4720,quebec death metal,rock music
4721,quebec indie,rock music
4722,quebec punk,rock music
4723,queens hip hop,world music
4724,queens hip hop,hip hop music
4725,queer country,world music
4726,queer country,country music
4727,queercore,rock music
4728,quiet storm,jazz
4729,quiet storm,pop music
4730,quiet storm,soul music
4731,quiet storm,rhythm and blues
4732,r&b,rhythm and blues
4733,r&b brasileiro,rhythm and blues
4734,r&b italiano,rhythm and blues
4735,raga rock,rock music
4736,ragga jungle,world music
4737,ragga jungle,electronic music
4738,ragga jungle,dance music
4739,raggatek,electronic music
4740,raggatek,dance music
4741,ragtime,world music
4742,ragtime,pop music
4743,rai,world music
4744,rain,functional music
4745,rajasthani folk,world music
4746,rajasthani folk,folk music
4747,ranchera,world music
4748,ranchera,folk music
4749,rap,world music
4750,rap,hip hop music
4751,rap algerien,world music
4752,rap algerien,hip hop music
4753,rap antillais,world music
4754,rap antillais,hip hop music
4755,rap baiano,world music
4756,rap baiano,hip hop music
4757,rap belge,world music
4758,rap belge,hip hop music
4759,rap calme,world music
4760,rap calme,hip hop music
4761,rap canario,world music
4762,rap canario,hip hop music
4763,rap capixaba,world music
4764,rap capixaba,hip hop music
4765,rap catala,world music
4766,rap catala,hip hop music
4767,rap chileno,world music
4768,rap chileno,hip hop music
4769,rap conciencia,world music
4770,rap conciencia,hip hop music
4771,rap conscient,world music
4772,rap conscient,hip hop music
4773,rap cristiano,world music
4774,rap cristiano,hip hop music
4775,rap dominicano,world music
4776,rap dominicano,hip hop music
4777,rap espanol,world music
4778,rap espanol,hip hop music
4779,rap euskera,world music
4780,rap euskera,hip hop music
4781,rap feminino nacional,world music
4782,rap feminino nacional,hip hop music
4783,rap francais,world music
4784,rap francais,hip hop music
4785,rap francais nouvelle vague,world music
4786,rap francais nouvelle vague,hip hop music
4787,rap inde,world music
4788,rap inde,hip hop music
4789,rap italiano old school,world music
4790,rap italiano old school,hip hop music
4791,rap ivoire,world music
4792,rap ivoire,hip hop music
4793,rap kreyol,world music
4794,rap kreyol,hip hop music
4795,rap latina,world music
4796,rap latina,hip hop music
4797,rap lyonnais,world music
4798,rap lyonnais,hip hop music
4799,rap malien,world music
4800,rap malien,hip hop music
4801,rap maroc,world music
4802,rap maroc,hip hop music
4803,rap maromba,world music
4804,rap maromba,hip hop music
4805,rap marseille,world music
4806,rap marseille,hip hop music
4807,rap metal,world music
4808,rap metal,hip hop music
4809,rap metal,rock music
4810,rap metalcore,world music
4811,rap metalcore,hip hop music
4812,rap metalcore,rock music
4813,rap montrealais,world music
4814,rap montrealais,hip hop music
4815,rap nacional antigo,world music
4816,rap nacional antigo,hip hop music
4817,rap napoletano,world music
4818,rap napoletano,hip hop music
4819,rap rock,world music
4820,rap rock,hip hop music
4821,rap rock,rock music
4822,rap salvadoreno,world music
4823,rap salvadoreno,hip hop music
4824,rap sardegna,world music
4825,rap sardegna,hip hop music
4826,rap siciliano,world music
4827,rap siciliano,hip hop music
4828,rap tico,world music
4829,rap tico,hip hop music
4830,rap tunisien,world music
4831,rap tunisien,hip hop music
4832,rap underground espanol,world music
4833,rap underground espanol,hip hop music
4834,rap underground espanol,underground music
4835,rap uruguayo,world music
4836,rap uruguayo,hip hop music
4837,rare groove,funk
4838,rave,electronic music
4839,rave,dance music
4840,rave funk,dance music
4841,rave funk,hip hop music
4842,rave funk,world music
4843,rave funk,electronic music
4844,raw black metal,rock music
4845,raw techno,electronic music
4846,raw techno,dance music
4847,rawstyle,electronic music
4848,rawstyle,dance music
4849,re:techno,electronic music
4850,re:techno,dance music
4851,reading,world music
4852,reading,rock music
4853,reading indie,rock music
4854,rebel blues,blues
4855,rebetiko,world music
4856,rebetiko,folk music
4857,recorder,art music
4858,red dirt,world music
4859,red dirt,country music
4860,red dirt,rock music
4861,redneck,world music
4862,redneck,country music
4863,reggae,world music
4864,reggae en espanol,world music
4865,reggae fusion,world music
4866,reggae maghreb,world music
4867,reggae rock,world music
4868,reggae rock,rock music
4869,reggae tuga,world music
4870,reggaeton,world music
4871,reggaeton colombiano,world music
4872,reggaeton cristiano,world music
4873,reggaeton flow,world music
4874,regional mexican,world music
4875,relaxative,rock music
4876,rennes indie,rock music
4877,retro metal,rock music
4878,retro soul,soul music
4879,retro soul,rhythm and blues
4880,reunion pop,pop music
4881,rhode island indie,rock music
4882,rhode island rap,world music
4883,rhode island rap,hip hop music
4884,riddim,electronic music
4885,riddim,dance music
4886,riddim,instrumental music
4887,riddim dubstep,electronic music
4888,riddim dubstep,dance music
4889,riddim dubstep,instrumental music
4890,riot grrrl,rock music
4891,ritmo kombina,world music
4892,ritual ambient,experimental music
4893,ritual ambient,art music
4894,ritual ambient,electronic music
4895,rochester ny indie,rock music
4896,rock,rock music
4897,rock abc paulista,rock music
4898,rock alternatif francais,rock music
4899,rock alternativo brasileiro,rock music
4900,rock alternativo espanol,rock music
4901,rock campineiro,rock music
4902,rock catala,rock music
4903,rock chapin,world music
4904,rock chapin,rock music
4905,rock cristiano,rock music
4906,rock curitibano,rock music
4907,rock drums,rock music
4908,rock en espanol,world music
4909,rock en espanol,rock music
4910,rock goiano,rock music
4911,rock gospel brasileiro,world music
4912,rock gospel brasileiro,rock music
4913,rock gospel brasileiro,functional music
4914,rock gotico,rock music
4915,rock in opposition,experimental music
4916,rock in opposition,art music
4917,rock in opposition,rock music
4918,rock independant francais,rock music
4919,rock kapak,rock music
4920,rock keyboard,rock music
4921,rock mineiro,rock music
4922,rock nacional,rock music
4923,rock nacional brasileiro,rock music
4924,rock noise,experimental music
4925,rock noise,electronic music
4926,rock noise,rock music
4927,rock of gibraltar,rock music
4928,rock progresivo mexicano,rock music
4929,rock progressif francais,rock music
4930,rock quebecois,rock music
4931,rock sergipano,rock music
4932,rock steady,world music
4933,rock uruguayo,world music
4934,rock uruguayo,rock music
4935,rock viet,rock music
4936,rock-and-roll,rock music
4937,rockabilly,rock music
4938,rogaland indie,world music
4939,rogaland indie,rock music
4940,rogaland musikk,world music
4941,rogaland musikk,rock music
4942,romanian black metal,world music
4943,romanian black metal,rock music
4944,romanian classical piano,art music
4945,romanian electronic,electronic music
4946,romanian metal,rock music
4947,romanian pop,pop music
4948,romanian rap,world music
4949,romanian rap,hip hop music
4950,romanian rock,world music
4951,romanian rock,rock music
4952,romanian trap,world music
4953,romanian trap,hip hop music
4954,romantico,pop music
4955,rome indie,pop music
4956,rome indie,rock music
4957,rominimal,electronic music
4958,roots americana,world music
4959,roots americana,country music
4960,roots reggae,world music
4961,roots rock,rock music
4962,roots worship,functional music
4963,rotterdam indie,independent music
4964,rotterdam indie,rock music
4965,rumba,world music
4966,rumba catalana,world music
4967,rumba congolaise,world music
4968,rune folk,world music
4969,rune folk,folk music
4970,russian alt pop,world music
4971,russian alt pop,pop music
4972,russian alternative rock,world music
4973,russian alternative rock,rock music
4974,russian black metal,world music
4975,russian black metal,rock music
4976,russian ccm,world music
4977,russian ccm,pop music
4978,russian classical piano,world music
4979,russian classical piano,art music
4980,russian dance pop,world music
4981,russian dance pop,pop music
4982,russian dance pop,dance music
4983,russian death metal,world music
4984,russian death metal,rock music
4985,russian dnb,world music
4986,russian drill,world music
4987,russian drill,hip hop music
4988,russian electronic,world music
4989,russian electronic,electronic music
4990,russian emo rap,experimental music
4991,russian emo rap,hip hop music
4992,russian emo rap,world music
4993,russian emo rap,rock music
4994,russian experimental electronic,experimental music
4995,russian experimental electronic,electronic music
4996,russian experimental electronic,world music
4997,russian folk,world music
4998,russian folk,folk music
4999,russian folk metal,world music
5000,russian folk metal,rock music
5001,russian folk metal,folk music
5002,russian folk rock,world music
5003,russian folk rock,rock music
5004,russian folk rock,folk music
5005,russian gangster rap,world music
5006,russian gangster rap,hip hop music
5007,russian grime,world music
5008,russian grime,electronic music
5009,russian hardcore,rock music
5010,russian hardcore,dance music
5011,russian hardcore,world music
5012,russian hardcore,electronic music
5013,russian hip hop,world music
5014,russian hip hop,hip hop music
5015,russian indie,world music
5016,russian indie,independent music
5017,russian jazz,world music
5018,russian jazz,jazz
5019,russian metal,world music
5020,russian metal,rock music
5021,russian metalcore,world music
5022,russian metalcore,rock music
5023,russian modern jazz,world music
5024,russian modern jazz,art music
5025,russian modern jazz,jazz
5026,russian nu metal,world music
5027,russian nu metal,rock music
5028,russian orchestra,world music
5029,russian orchestra,art music
5030,russian pop,world music
5031,russian pop,pop music
5032,russian post-punk,world music
5033,russian post-punk,rock music
5034,russian post-rock,experimental music
5035,russian post-rock,rock music
5036,russian post-rock,world music
5037,russian punk,world music
5038,russian punk,rock music
5039,russian punk rock,world music
5040,russian punk rock,rock music
5041,russian rave,world music
5042,russian rave,electronic music
5043,russian rave,dance music
5044,russian reggae,world music
5045,russian rock,world music
5046,russian rock,rock music
5047,russian ska,world music
5048,russian synthpop,rock music
5049,russian synthpop,pop music
5050,russian synthpop,world music
5051,russian synthpop,electronic music
5052,russian techno,world music
5053,russian techno,electronic music
5054,russian techno,dance music
5055,russian thrash metal,world music
5056,russian thrash metal,rock music
5057,russian trap,world music
5058,russian trap,hip hop music
5059,russian viral pop,world music
5060,russian viral pop,pop music
5061,rva indie,rhythm and blues
5062,rva indie,folk music
5063,sacramento hip hop,world music
5064,sacramento hip hop,hip hop music
5065,sacramento indie,rock music
5066,sacred steel,world music
5067,sacred steel,functional music
5068,sad rap,world music
5069,sad rap,hip hop music
5070,salon music,art music
5071,salsa,world music
5072,salsa,dance music
5073,salsa colombiana,world music
5074,salsa colombiana,dance music
5075,salsa cubana,world music
5076,salsa cubana,dance music
5077,salsa international,world music
5078,salsa international,dance music
5079,salsa peruana,world music
5080,salsa peruana,dance music
5081,salsa puertorriquena,world music
5082,salsa puertorriquena,dance music
5083,salsa venezolana,world music
5084,salsa venezolana,dance music
5085,salzburg indie,rock music
5086,samba,world music
5087,samba de roda,world music
5088,samba de roda,folk music
5089,samba moderno,world music
5090,samba reggae,world music
5091,samba-jazz,world music
5092,samba-jazz,jazz
5093,samba-rock,world music
5094,sambass,electronic music
5095,sambass,dance music
5096,samoan pop,pop music
5097,samurai trap,world music
5098,samurai trap,hip hop music
5099,san antonio indie,independent music
5100,san diego indie,rock music
5101,san marcos tx indie,rock music
5102,sardinia indie,independent music
5103,saskatchewan indie,world music
5104,saskatchewan indie,country music
5105,sasscore,rock music
5106,saxony metal,rock music
5107,saxophone trio,jazz
5108,scandinavian r&b,rhythm and blues
5109,scandipop,pop music
5110,schlager,pop music
5111,schranz,electronic music
5112,schranz,dance music
5113,schweizer rap,world music
5114,schweizer rap,hip hop music
5115,sci-fi metal,rock music
5116,scorecore,functional music
5117,scottish americana,world music
5118,scottish americana,country music
5119,scottish electronic,electronic music
5120,scottish fiddle,world music
5121,scottish fiddle,folk music
5122,scottish folk,world music
5123,scottish folk,folk music
5124,scottish gaelic folk,world music
5125,scottish gaelic folk,folk music
5126,scottish hip hop,hip hop music
5127,scottish indie,rock music
5128,scottish indie folk,world music
5129,scottish indie folk,independent music
5130,scottish indie folk,folk music
5131,scottish indie rock,independent music
5132,scottish indie rock,rock music
5133,scottish jazz,jazz
5134,scottish metal,rock music
5135,scottish new wave,rock music
5136,scottish new wave,pop music
5137,scottish new wave,hip hop music
5138,scottish new wave,world music
5139,scottish new wave,electronic music
5140,scottish rock,rock music
5141,scottish singer-songwriter,vocal music
5142,scottish singer-songwriter,acoustic music
5143,scottish techno,electronic music
5144,scottish techno,dance music
5145,scratch,electronic music
5146,scream rap,world music
5147,scream rap,hip hop music
5148,screamo,experimental music
5149,screamo,rock music
5150,screamocore,rock music
5151,seattle hip hop,world music
5152,seattle hip hop,hip hop music
5153,seattle indie,rock music
5154,seattle metal,rock music
5155,second line,instrumental music
5156,sefardi,world music
5157,sega,jazz
5158,serbian alternative rock,rock music
5159,serbian electronic,electronic music
5160,serbian hip hop,world music
5161,serbian hip hop,hip hop music
5162,serbian indie,rock music
5163,serbian metal,rock music
5164,serialism,art music
5165,sertanejo,world music
5166,sertanejo pop,world music
5167,sertanejo pop,pop music
5168,sertanejo universitario,world music
5169,sevdah,world music
5170,sevdah,folk music
5171,shamanic,functional music
5172,shanghai indie,electronic music
5173,shanty,world music
5174,shanty,folk music
5175,sheffield indie,rock music
5176,shibuya-kei,world music
5177,shibuya-kei,pop music
5178,shibuya-kei,jazz
5179,shimmer pop,pop music
5180,shimmer psych,rock music
5181,shiver pop,pop music
5182,shoegaze,rock music
5183,shojo,world music
5184,show tunes,pop music
5185,shred,rock music
5186,siberian folk,world music
5187,siberian folk,folk music
5188,singaporean electronic,electronic music
5189,singaporean metal,rock music
5190,singaporean punk,rock music
5191,singer-songwriter,vocal music
5192,singer-songwriter,acoustic music
5193,singing bowl,functional music
5194,sinhala pop,pop music
5195,sitar,world music
5196,sitar,jazz
5197,ska,world music
5198,ska argentino,world music
5199,ska chileno,world music
5200,ska espanol,world music
5201,ska jazz,jazz
5202,ska mexicano,world music
5203,ska punk,world music
5204,ska punk,rock music
5205,ska revival,world music
5206,skate punk,rock music
5207,skiffle,folk music
5208,skinhead oi,rock music
5209,skramz,experimental music
5210,skramz,rock music
5211,sky room,dance music
5212,slam death metal,rock music
5213,slam poetry,world music
5214,slam poetry,hip hop music
5215,slamming deathcore,electronic music
5216,slamming deathcore,dance music
5217,slamming deathcore,rock music
5218,slap house,electronic music
5219,slap house,dance music
5220,slavic folk metal,world music
5221,slavic folk metal,rock music
5222,slavic folk metal,folk music
5223,slavic metal,rock music
5224,slayer,rock music
5225,slc indie,independent music
5226,sleaze rock,rock music
5227,sleep,functional music
5228,slovak electronic,electronic music
5229,slovak folk,world music
5230,slovak folk,folk music
5231,slovak hip hop,world music
5232,slovak hip hop,hip hop music
5233,slovak metal,rock music
5234,slovenian electronic,electronic music
5235,slovenian hip hop,world music
5236,slovenian hip hop,hip hop music
5237,slovenian indie,experimental music
5238,slovenian indie,electronic music
5239,slovenian metal,rock music
5240,slovenian pop,pop music
5241,slovenian rock,world music
5242,slovenian rock,rock music
5243,slowcore,independent music
5244,slowcore,rock music
5245,sludge metal,rock music
5246,sludge metal,blues
5247,sludgecore,rock music
5248,small room,independent music
5249,small room,rock music
5250,smooth jazz,jazz
5251,smooth saxophone,jazz
5252,smooth soul,funk
5253,smooth soul,pop music
5254,smooth soul,soul music
5255,smooth soul,rhythm and blues
5256,smutny rap,world music
5257,smutny rap,hip hop music
5258,soca,world music
5259,socal pop punk,pop music
5260,socal pop punk,rock music
5261,social media pop,pop music
5262,soda pop,pop music
5263,soft rock,pop music
5264,soft rock,rock music
5265,solo wave,world music
5266,solo wave,hip hop music
5267,solo wave,electronic music
5268,son cubano,world music
5269,son cubano clasico,world music
5270,son jarocho,world music
5271,son jarocho,folk music
5272,sophisti-pop,pop music
5273,soukous,world music
5274,soul,soul music
5275,soul,rhythm and blues
5276,soul blues,blues
5277,soul flow,soul music
5278,soul flow,rhythm and blues
5279,soul jazz,soul music
5280,soul jazz,rhythm and blues
5281,soul jazz,jazz
5282,souldies,soul music
5283,souldies,rhythm and blues
5284,soulful house,electronic music
5285,soulful house,dance music
5286,sound art,art music
5287,sound collage,experimental music
5288,sound effects,functional music
5289,soundtrack,functional music
5290,south african alternative,world music
5291,south african alternative,rock music
5292,south african choral,world music
5293,south african choral,vocal music
5294,south african electronic,world music
5295,south african electronic,electronic music
5296,south african gospel,world music
5297,south african gospel,functional music
5298,south african hip hop,world music
5299,south african hip hop,hip hop music
5300,south african house,world music
5301,south african house,electronic music
5302,south african house,dance music
5303,south african jazz,world music
5304,south african jazz,jazz
5305,south african metal,world music
5306,south african metal,rock music
5307,south african modern jazz,world music
5308,south african modern jazz,art music
5309,south african modern jazz,jazz
5310,south african pop,world music
5311,south african pop,pop music
5312,south african pop dance,world music
5313,south african pop dance,pop music
5314,south african pop dance,dance music
5315,south african punk,world music
5316,south african punk,rock music
5317,south african r&b,world music
5318,south african r&b,rhythm and blues
5319,south african rock,world music
5320,south african rock,rock music
5321,south asian metal,rock music
5322,south carolina hip hop,world music
5323,south carolina hip hop,hip hop music
5324,south carolina indie,world music
5325,south carolina indie,pop music
5326,south carolina indie,country music
5327,south carolina metal,rock music
5328,south dakota indie,rock music
5329,southampton indie,rock music
5330,southern americana,world music
5331,southern americana,country music
5332,southern china indie,independent music
5333,southern china indie,pop music
5334,southern china indie,rock music
5335,southern hip hop,world music
5336,southern hip hop,hip hop music
5337,southern metal,rock music
5338,southern rock,rock music
5339,southern soul,soul music
5340,southern soul,rhythm and blues
5341,southern soul blues,soul music
5342,southern soul blues,rhythm and blues
5343,southern soul blues,blues
5344,soviet synthpop,pop music
5345,soviet synthpop,electronic music
5346,soviet synthpop,rock music
5347,sovietwave,electronic music
5348,space rock,rock music
5349,spacewave,electronic music
5350,spanish black metal,world music
5351,spanish black metal,rock music
5352,spanish blues,blues
5353,spanish death metal,rock music
5354,spanish electronic,electronic music
5355,spanish experimental,experimental music
5356,spanish folk,world music
5357,spanish folk,folk music
5358,spanish folk metal,world music
5359,spanish folk metal,rock music
5360,spanish folk metal,folk music
5361,spanish folk rock,world music
5362,spanish folk rock,rock music
5363,spanish folk rock,folk music
5364,spanish hip hop,world music
5365,spanish hip hop,hip hop music
5366,spanish indie folk,world music
5367,spanish indie folk,independent music
5368,spanish indie folk,folk music
5369,spanish indie pop,independent music
5370,spanish indie pop,pop music
5371,spanish indie pop,rock music
5372,spanish indie rock,independent music
5373,spanish indie rock,rock music
5374,spanish invasion,world music
5375,spanish jazz,world music
5376,spanish jazz,jazz
5377,spanish metal,rock music
5378,spanish modern rock,art music
5379,spanish modern rock,rock music
5380,spanish new wave,rock music
5381,spanish new wave,pop music
5382,spanish new wave,hip hop music
5383,spanish new wave,world music
5384,spanish new wave,electronic music
5385,spanish pop,pop music
5386,spanish pop rock,pop music
5387,spanish pop rock,rock music
5388,spanish post-rock,experimental music
5389,spanish post-rock,rock music
5390,spanish progressive rock,world music
5391,spanish progressive rock,rock music
5392,spanish punk,rock music
5393,spanish reggae,world music
5394,spanish rock,world music
5395,spanish rock,rock music
5396,spanish rockabilly,rock music
5397,spanish synthpop,pop music
5398,spanish synthpop,electronic music
5399,spanish synthpop,rock music
5400,spanish techno,electronic music
5401,spanish techno,dance music
5402,speed garage,electronic music
5403,speed garage,dance music
5404,speed metal,rock music
5405,speedcore,electronic music
5406,speedcore,dance music
5407,speedrun,electronic music
5408,spiritual hip hop,world music
5409,spiritual hip hop,hip hop music
5410,spiritual jazz,art music
5411,spiritual jazz,jazz
5412,spirituals,world music
5413,spirituals,folk music
5414,spoken word,world music
5415,spoken word,hip hop music
5416,springfield mo indie,independent music
5417,springfield mo indie,rock music
5418,st louis rap,world music
5419,st louis rap,hip hop music
5420,st petersburg fl indie,experimental music
5421,st petersburg fl indie,rock music
5422,stateside dnb,electronic music
5423,stateside dnb,dance music
5424,steampunk,electronic music
5425,steel guitar,acoustic music
5426,steelpan,world music
5427,stl indie,rock music
5428,stockholm indie,independent music
5429,stockholm indie,rock music
5430,stomp and flutter,rock music
5431,stomp and holler,rock music
5432,stomp and whittle,pop music
5433,stomp pop,pop music
5434,stoner metal,rock music
5435,stoner rock,rock music
5436,straight edge,rock music
5437,straight-ahead jazz,jazz
5438,street band,pop music
5439,street punk,rock music
5440,street punk espanol,pop music
5441,street punk espanol,rock music
5442,streichquartett,art music
5443,stride,world music
5444,stride,pop music
5445,stride,jazz
5446,string orchestra,art music
5447,string quartet,art music
5448,strut,pop music
5449,study beats,electronic music
5450,stuttgart indie,rock music
5451,substep,electronic music
5452,sudanese pop,pop music
5453,sufi,world music
5454,sufi,art music
5455,sufi,functional music
5456,sung poetry,vocal music
5457,sung poetry,acoustic music
5458,sunnlensk tonlist,acoustic music
5459,sunnlensk tonlist,pop music
5460,sunnlensk tonlist,folk music
5461,sunnlensk tonlist,world music
5462,sunnlensk tonlist,vocal music
5463,sunshine pop,pop music
5464,suomi rock,rock music
5465,suomirap,world music
5466,suomirap,hip hop music
5467,super eurobeat,electronic music
5468,supergroup,rock music
5469,surf music,pop music
5470,surf music,rock music
5471,surf punk,pop music
5472,surf punk,rock music
5473,svensk indie,independent music
5474,swamp blues,blues
5475,swamp rock,pop music
5476,swamp rock,folk music
5477,swamp rock,world music
5478,swamp rock,rock music
5479,swancore,rock music
5480,swansea indie,rock music
5481,swedish alternative rock,rock music
5482,swedish americana,world music
5483,swedish americana,country music
5484,swedish black metal,world music
5485,swedish black metal,rock music
5486,swedish blues,blues
5487,swedish country,world music
5488,swedish country,country music
5489,swedish dancehall,world music
5490,swedish death metal,rock music
5491,swedish doom metal,rock music
5492,swedish doom metal,blues
5493,swedish drill,world music
5494,swedish drill,hip hop music
5495,swedish electronic,electronic music
5496,swedish electropop,pop music
5497,swedish electropop,electronic music
5498,swedish emo,experimental music
5499,swedish emo,rock music
5500,swedish eurodance,electronic music
5501,swedish eurodance,dance music
5502,swedish experimental,experimental music
5503,swedish folk pop,acoustic music
5504,swedish folk pop,pop music
5505,swedish folk pop,folk music
5506,swedish folk pop,world music
5507,swedish gangsta rap,world music
5508,swedish gangsta rap,hip hop music
5509,swedish garage rock,rock music
5510,swedish grindcore,rock music
5511,swedish hard rock,rock music
5512,swedish hardcore,electronic music
5513,swedish hardcore,dance music
5514,swedish hardcore,rock music
5515,swedish heavy metal,rock music
5516,swedish hip hop,world music
5517,swedish hip hop,hip hop music
5518,swedish house,electronic music
5519,swedish house,dance music
5520,swedish idol pop,pop music
5521,swedish indie folk,world music
5522,swedish indie folk,independent music
5523,swedish indie folk,folk music
5524,swedish indie pop,independent music
5525,swedish indie pop,pop music
5526,swedish indie pop,rock music
5527,swedish indie rock,independent music
5528,swedish indie rock,rock music
5529,swedish jazz,world music
5530,swedish jazz,jazz
5531,swedish melodeath,rock music
5532,swedish melodic rock,rock music
5533,swedish metal,rock music
5534,swedish metalcore,rock music
5535,swedish pop,pop music
5536,swedish pop punk,pop music
5537,swedish pop punk,rock music
5538,swedish pop rap,world music
5539,swedish pop rap,pop music
5540,swedish pop rap,hip hop music
5541,swedish post-hardcore,experimental music
5542,swedish post-hardcore,rock music
5543,swedish post-hardcore,dance music
5544,swedish post-hardcore,electronic music
5545,swedish post-punk,rock music
5546,swedish power metal,rock music
5547,swedish prog,rock music
5548,swedish progressive metal,rock music
5549,swedish psychedelic rock,rock music
5550,swedish punk,world music
5551,swedish punk,rock music
5552,swedish reggae,world music
5553,swedish rockabilly,rock music
5554,swedish singer-songwriter,vocal music
5555,swedish singer-songwriter,acoustic music
5556,swedish soul,soul music
5557,swedish soul,rhythm and blues
5558,swedish stoner rock,rock music
5559,swedish synth,electronic music
5560,swedish synthpop,pop music
5561,swedish synthpop,electronic music
5562,swedish synthpop,rock music
5563,swedish techno,electronic music
5564,swedish techno,dance music
5565,swedish trap,world music
5566,swedish trap,hip hop music
5567,swedish trap pop,world music
5568,swedish trap pop,pop music
5569,swedish trap pop,hip hop music
5570,swedish tropical house,world music
5571,swedish tropical house,electronic music
5572,swedish tropical house,dance music
5573,swedish underground rap,underground music
5574,swedish underground rap,hip hop music
5575,swedish underground rap,independent music
5576,swedish underground rap,world music
5577,swing,jazz
5578,swing italiano,jazz
5579,swing revival,jazz
5580,swiss alternative rock,rock music
5581,swiss black metal,world music
5582,swiss black metal,rock music
5583,swiss classical piano,art music
5584,swiss country,world music
5585,swiss country,country music
5586,swiss experimental,experimental music
5587,swiss folk,world music
5588,swiss folk,folk music
5589,swiss hip hop,world music
5590,swiss hip hop,hip hop music
5591,swiss house,electronic music
5592,swiss house,dance music
5593,swiss indie,world music
5594,swiss indie,hip hop music
5595,swiss indie folk,world music
5596,swiss indie folk,independent music
5597,swiss indie folk,folk music
5598,swiss jazz,jazz
5599,swiss metal,rock music
5600,swiss pop,pop music
5601,swiss punk,rock music
5602,swiss reggae,world music
5603,swiss rock,world music
5604,swiss rock,rock music
5605,swiss singer-songwriter,vocal music
5606,swiss singer-songwriter,acoustic music
5607,swiss techno,electronic music
5608,swiss techno,dance music
5609,swiss trap,world music
5610,swiss trap,hip hop music
5611,swiss worship,functional music
5612,swiss worship,electronic music
5613,swiss worship,dance music
5614,sydney indie,pop music
5615,symfonicky orchestr,art music
5616,symphonic black metal,rock music
5617,symphonic death metal,rock music
5618,symphonic death metal,instrumental music
5619,symphonic deathcore,instrumental music
5620,symphonic deathcore,electronic music
5621,symphonic deathcore,dance music
5622,symphonic deathcore,rock music
5623,symphonic melodic death metal,rock music
5624,symphonic melodic death metal,instrumental music
5625,symphonic metal,rock music
5626,symphonic power metal,rock music
5627,symphonic rock,rock music
5628,synth funk,funk
5629,synth funk,rhythm and blues
5630,synth punk,electronic music
5631,synth punk,rock music
5632,synthesizer,rock music
5633,synthetic classical,art music
5634,synthpop,pop music
5635,synthpop,electronic music
5636,synthpop,rock music
5637,synthwave,electronic music
5638,syrian pop,pop music
5639,t-pop girl group,rhythm and blues
5640,t-pop girl group,pop music
5641,t-pop girl group,rock music
5642,tabla,world music
5643,tabla,art music
5644,tagalog rap,world music
5645,tagalog rap,hip hop music
5646,taiko,instrumental music
5647,taiwan classical performance,art music
5648,taiwan experimental,experimental music
5649,taiwan hip hop,world music
5650,taiwan hip hop,hip hop music
5651,taiwan indie,world music
5652,taiwan indie,pop music
5653,taiwan instrumental,instrumental music
5654,taiwan metal,rock music
5655,taiwan pop,world music
5656,taiwan pop,pop music
5657,taiwan rock,world music
5658,taiwan rock,rock music
5659,talent show,pop music
5660,talentkonkurranse,world music
