,spotify_genre,top_genre
0,21st century classical,art music
1,5th wave emo,experimental music
2,5th wave emo,world music
3,5th wave emo,hip hop music
4,5th wave emo,electronic music
5,5th wave emo,rock music
6,a cappella,vocal music
7,aarhus indie,rock music
8,aberdeen indie,rock music
9,abstract,art music
10,abstract beats,electronic music
11,abstract beats,art music
12,abstract hip hop,world music
13,abstract hip hop,hip hop music
14,abstract idm,electronic music
15,abstract idm,art music
16,abstractro,experimental music
17,abstractro,electronic music
18,accordeon,acoustic music
19,accordion,acoustic music
20,acid house,dance music
21,acid house,electronic music
22,acid idm,electronic music
23,acid jazz,funk
24,acid jazz,rhythm and blues
25,acid rock,rock music
26,acid techno,dance music
27,acid techno,electronic music
28,acid trance,dance music
29,acid trance,electronic music
30,acousmatic,experimental music
31,acousmatic,electronic music
32,acousmatic,art music
33,acoustic blues,blues
34,acoustic cover,acoustic music
35,acoustic pop,pop music
36,acoustic pop,acoustic music
37,acoustic punk,rock music
38,acoustic punk,acoustic music
39,acoustic rock,rock music
40,action rock,rock music
41,adoracao,functional music
42,adoracao,world music
43,adoracao,rock music
44,adult standards,pop music
45,aesthetic rap,world music
46,aesthetic rap,hip hop music
47,afghan rap,world music
48,afghan rap,hip hop music
49,african electronic,electronic music
50,african electronic,world music
51,african experimental,experimental music
52,african experimental,world music
53,african metal,world music
54,african metal,rock music
55,african percussion,world music
56,african percussion,instrumental music
57,african reggae,world music
58,african rock,world music
59,african rock,rock music
60,african-american classical,world music
61,african-american classical,art music
62,afrikaans,world music
63,afro dancehall,world music
64,afro house,dance music
65,afro house,electronic music
66,afro psych,world music
67,afro r&b,world music
68,afro r&b,rhythm and blues
69,afro soul,soul music
70,afro soul,rhythm and blues
71,afro-cuban percussion,world music
72,afro-cuban percussion,instrumental music
73,afro-funk,world music
74,afro-funk,funk
75,afro-funk,rhythm and blues
76,afrobeat,world music
77,afrobeat,funk
78,afrobeat,rhythm and blues
79,afrobeat,folk music
80,afrobeat brasileiro,world music
81,afrobeat brasileiro,funk
82,afrobeat brasileiro,rhythm and blues
83,afrobeat brasileiro,folk music
84,afrobeat fusion,world music
85,afrobeat fusion,funk
86,afrobeat fusion,rhythm and blues
87,afrobeat fusion,jazz
88,afrobeat fusion,folk music
89,afrofuturism,world music
90,afrofuturism,hip hop music
91,afrofuturismo brasileiro,world music
92,afrofuturismo brasileiro,hip hop music
93,afropop,world music
94,afroswing,world music
95,afroswing,hip hop music
96,aggrotech,experimental music
97,aggrotech,dance music
98,aggrotech,electronic music
99,ai,electronic music
100,ai,pop music
101,alabama indie,rock music
102,alabama indie,independent music
103,alabama metal,rock music
104,alabama rap,world music
105,alabama rap,hip hop music
106,alaska indie,world music
107,alaska indie,country music
108,albanian folk,folk music
109,albanian folk,world music
110,albanian hip hop,world music
111,albanian hip hop,hip hop music
112,albanian pop,pop music
113,albany ny indie,rock music
114,alberta country,world music
115,alberta country,country music
116,alberta hip hop,world music
117,alberta hip hop,hip hop music
118,album rock,rock music
119,albuquerque indie,rock music
120,algerian folk,folk music
121,algerian folk,world music
122,alphorn,instrumental music
123,alpine yodeling,vocal music
124,alt z,pop music
125,alternative americana,world music
126,alternative americana,rock music
127,alternative americana,country music
128,alternative country,world music
129,alternative country,country music
130,alternative dance,dance music
131,alternative dance,rock music
132,alternative emo,experimental music
133,alternative emo,rock music
134,alternative hardcore,dance music
135,alternative hardcore,electronic music
136,alternative hardcore,rock music
137,alternative hip hop,world music
138,alternative hip hop,hip hop music
139,alternative metal,rock music
140,alternative metalcore,rock music
141,alternative pop,pop music
142,alternative pop rock,pop music
143,alternative pop rock,rock music
144,alternative r&b,rhythm and blues
145,alternative rock,rock music
146,alternative roots rock,rock music
147,ambeat,rhythm and blues
148,ambient,electronic music
149,ambient,art music
150,ambient black metal,experimental music
151,ambient black metal,art music
152,ambient black metal,electronic music
153,ambient black metal,rock music
154,ambient folk,world music
155,ambient folk,art music
156,ambient folk,electronic music
157,ambient folk,folk music
158,ambient house,dance music
159,ambient house,electronic music
160,ambient house,art music
161,ambient idm,electronic music
162,ambient idm,art music
163,ambient industrial,experimental music
164,ambient industrial,electronic music
165,ambient industrial,art music
166,ambient pop,pop music
167,ambient pop,rock music
168,ambient post-rock,experimental music
169,ambient post-rock,art music
170,ambient post-rock,electronic music
171,ambient post-rock,rock music
172,ambient psychill,electronic music
173,ambient psychill,art music
174,ambient techno,dance music
175,ambient techno,electronic music
176,ambient techno,art music
177,ambient trance,dance music
178,ambient trance,electronic music
179,ambient trance,art music
180,american 21st century classical,art music
181,american classical piano,art music
182,american contemporary classical,art music
183,american contemporary classical,pop music
184,american folk revival,folk music
185,american folk revival,world music
186,american grindcore,rock music
187,american melodeath,rock music
188,american metalcore,rock music
189,american oi,rock music
190,american orchestra,art music
191,american post-rock,experimental music
192,american post-rock,rock music
193,american primitive,folk music
194,american shoegaze,rock music
195,amharic pop,pop music
196,anarcho-punk,rock music
197,anime,functional music
198,anime latino,functional music
199,anime lo-fi,functional music
200,anime lo-fi,lo-fi music
201,anime rap,functional music
202,anime rap,world music
203,anime rap,hip hop music
204,anime rock,functional music
205,anime rock,rock music
206,ann arbor indie,country music
207,anthem emo,experimental music
208,anthem emo,functional music
209,anthem emo,rock music
210,anthem emo,vocal music
211,anthem worship,functional music
212,anthem worship,vocal music
213,anti-folk,folk music
214,antideutsche,world music
215,antideutsche,rock music
216,appenzeller folk,folk music
217,appenzeller folk,world music
218,arab alternative,rock music
219,arab electronic,electronic music
220,arab experimental,experimental music
221,arab folk,folk music
222,arab folk,world music
223,arab groove,pop music
224,arab metal,rock music
225,arab pop,world music
226,arab pop,pop music
227,arabesk,world music
228,arabesk,pop music
229,arabic hip hop,world music
230,arabic hip hop,hip hop music
231,arabic jazz,jazz
232,arabic jazz,world music
233,argentine ambient,electronic music
234,argentine ambient,art music
235,argentine hardcore,dance music
236,argentine hardcore,electronic music
237,argentine hardcore,rock music
238,argentine indie,rock music
239,argentine jazz,jazz
240,argentine metal,rock music
241,argentine punk,rock music
242,argentine reggae,world music
243,argentine rock,world music
244,argentine rock,rock music
245,argentine telepop,world music
246,argentine telepop,pop music
247,arizona punk,rock music
248,arkansas country,world music
249,arkansas country,country music
250,arkansas indie,rock music
251,arkansas metal,rock music
252,art pop,pop music
253,art punk,rock music
254,art rock,rock music
255,art song,art music
256,art song,vocal music
257,asbury park indie,rock music
258,asheville indie,rock music
259,asian american hip hop,hip hop music
260,athens indie,rock music
261,atl hip hop,world music
262,atl hip hop,hip hop music
263,atl trap,world music
264,atl trap,hip hop music
265,atlanta indie,rock music
266,atlanta metal,rock music
267,atlanta punk,rock music
268,atmosphere,functional music
269,atmosphere,electronic music
270,atmospheric black metal,rock music
271,atmospheric dnb,dance music
272,atmospheric dnb,electronic music
273,atmospheric doom,rock music
274,atmospheric post-metal,experimental music
275,atmospheric post-metal,rock music
276,atmospheric post-rock,experimental music
277,atmospheric post-rock,rock music
278,atmospheric sludge,rock music
279,auckland indie,pop music
280,audiophile vocal,vocal music
281,aussie drill,world music
282,aussie drill,hip hop music
283,aussie emo,experimental music
284,aussie emo,rock music
285,aussietronica,dance music
286,austin americana,world music
287,austin americana,country music
288,austin rock,rock music
289,austin singer-songwriter,vocal music
290,austin singer-songwriter,acoustic music
291,austindie,rock music
292,australian alternative pop,pop music
293,australian alternative pop,rock music
294,australian alternative rock,rock music
295,australian ambient,electronic music
296,australian ambient,art music
297,australian americana,world music
298,australian americana,country music
299,australian black metal,world music
300,australian black metal,rock music
301,australian blues,blues
302,australian classical piano,art music
303,australian country,world music
304,australian country,country music
305,australian dance,dance music
306,australian death metal,rock music
307,australian electropop,electronic music
308,australian electropop,pop music
309,australian experimental,experimental music
310,australian garage punk,rock music
311,australian hardcore,world music
312,australian hardcore,rock music
313,australian hip hop,world music
314,australian hip hop,hip hop music
315,australian house,dance music
316,australian house,electronic music
317,australian indie,rock music
318,australian indie folk,folk music
319,australian indie folk,world music
320,australian indie folk,independent music
321,australian indie rock,world music
322,australian indie rock,rock music
323,australian indie rock,independent music
324,australian indigenous,world music
325,australian jazz,jazz
326,australian jazz,world music
327,australian metal,rock music
328,australian metalcore,rock music
329,australian pop,pop music
330,australian post-hardcore,experimental music
331,australian post-hardcore,electronic music
332,australian post-hardcore,dance music
333,australian post-hardcore,rock music
334,australian post-punk,rock music
335,australian post-rock,experimental music
336,australian post-rock,rock music
337,australian psych,rock music
338,australian r&b,rhythm and blues
339,australian reggae fusion,jazz
340,australian reggae fusion,world music
341,australian rock,world music
342,australian rock,rock music
343,australian shoegaze,rock music
344,australian singer-songwriter,vocal music
345,australian singer-songwriter,acoustic music
346,australian ska,world music
347,australian talent show,pop music
348,australian techno,dance music
349,australian techno,electronic music
350,australian thrash metal,world music
351,australian thrash metal,rock music
352,australian trap,world music
353,australian trap,hip hop music
354,australian underground hip hop,world music
355,australian underground hip hop,independent music
356,australian underground hip hop,hip hop music
357,australian underground hip hop,underground music
358,austrian black metal,world music
359,austrian black metal,rock music
360,austrian classical piano,art music
361,austrian contemporary classical,art music
362,austrian contemporary classical,pop music
363,austrian dnb,dance music
364,austrian dnb,electronic music
365,austrian hip hop,world music
366,austrian hip hop,hip hop music
367,austrian indie,pop music
368,austrian jazz,jazz
369,austrian metal,rock music
370,austrian orchestra,art music
371,austrian pop,pop music
372,austrian punk,rock music
373,austrian stoner rock,rock music
374,austrian techno,dance music
375,austrian techno,electronic music
376,austropop,pop music
377,auteur-compositeur-interprete quebecois,folk music
378,auteur-compositeur-interprete quebecois,world music
379,autoharp,folk music
380,autoharp,rock music
381,autoharp,country music
382,autonomous black metal,world music
383,autonomous black metal,art music
384,autonomous black metal,rock music
385,avant-garde,art music
386,avant-garde black metal,world music
387,avant-garde black metal,art music
388,avant-garde black metal,rock music
389,avant-garde jazz,jazz
390,avant-garde jazz,art music
391,avant-garde metal,rock music
392,avant-rock,rock music
393,axe,world music
394,azeri pop,pop music
395,azeri rap,world music
396,azeri rap,hip hop music
397,azeri traditional,world music
398,azonto,dance music
399,azontobeats,world music
400,azontobeats,pop music
401,bachata,dance music
402,bachata,world music
403,bachata dominicana,dance music
404,bachata dominicana,world music
405,background jazz,jazz
406,background jazz,functional music
407,background music,functional music
408,background piano,functional music
409,backing track,functional music
410,bagpipe,folk music
411,bagpipe,world music
412,baiao,world music
413,bakersfield sound,world music
414,bakersfield sound,country music
415,bal-musette,folk music
416,bal-musette,world music
417,balafon,world music
418,balafon,instrumental music
419,balearic,electronic music
420,balfolk,folk music
421,balfolk,world music
422,balkan beats,world music
423,balkan brass,folk music
424,balkan classical piano,art music
425,balkan folk metal,folk music
426,balkan folk metal,world music
427,balkan folk metal,rock music
428,balkan hip hop,world music
429,balkan hip hop,hip hop music
430,balkan trap,world music
431,balkan trap,hip hop music
432,ballroom,dance music
433,ballroom,electronic music
434,baltic black metal,world music
435,baltic black metal,rock music
436,baltic classical piano,art music
437,baltic folk,folk music
438,baltic folk,world music
439,baltic post-punk,rock music
440,baltimore indie,rock music
441,banda caliente,world music
442,bandolim,world music
443,bandolim,vocal music
444,bandoneon,jazz
445,bandoneon,world music
446,bangalore indie,functional music
447,bangladeshi rock,world music
448,bangladeshi rock,rock music
449,banjo,country music
450,barbadian pop,pop music
451,barbershop,vocal music
452,bard,world music
453,bard,folk music
454,bard,vocal music
455,bard,acoustic music
456,bardcore,folk music
457,barnmusik,children's music
458,barockinterpreten,art music
459,baroque,art music
460,baroque brass,art music
461,baroque cello,art music
462,baroque ensemble,art music
463,baroque pop,art music
464,baroque pop,pop music
465,baroque singing,art music
466,baroque violin,art music
467,baroque woodwind,art music
468,basel indie,rock music
469,bass house,dance music
470,bass house,electronic music
471,bass music,electronic music
472,bass music,world music
473,bass music,hip hop music
474,bass trap,electronic music
475,bass trap,world music
476,bass trap,hip hop music
477,bass trip,electronic music
478,bass trip,world music
479,bass trip,hip hop music
480,basshall,dance music
481,basshall,electronic music
482,bassline,dance music
483,bassline,electronic music
484,bath indie,rock music
485,batida,dance music
486,batida,world music
487,batida,electronic music
488,baton rouge rap,world music
489,baton rouge rap,hip hop music
490,battle rap,world music
491,battle rap,hip hop music
492,bay area hip hop,world music
493,bay area hip hop,hip hop music
494,bay area indie,rock music
495,bayerischer rap,world music
496,bayerischer rap,hip hop music
497,bboy,rhythm and blues
498,bc underground hip hop,world music
499,bc underground hip hop,independent music
500,bc underground hip hop,hip hop music
501,bc underground hip hop,underground music
502,beat italiano,pop music
503,beat italiano,rock music
504,beatboxing,hip hop music
505,beatdown,electronic music
506,beatlesque,rock music
507,bebop,jazz
508,bedroom pop,pop music
509,bedroom pop,lo-fi music
510,bedroom soul,soul music
511,bedroom soul,rhythm and blues
512,belarusian indie,electronic music
513,belarusian indie,world music
514,belarusian indie,rock music
515,belarusian metal,rock music
516,belfast indie,jazz
517,belfast indie,art music
518,belfast metal,rock music
519,belgian black metal,world music
520,belgian black metal,rock music
521,belgian blues,blues
522,belgian dance,dance music
523,belgian death metal,rock music
524,belgian edm,dance music
525,belgian edm,electronic music
526,belgian electronic,electronic music
527,belgian experimental,experimental music
528,belgian hardcore,dance music
529,belgian hardcore,electronic music
530,belgian hardcore,rock music
531,belgian hip hop,world music
532,belgian hip hop,hip hop music
533,belgian indie,rock music
534,belgian indie rock,rock music
535,belgian indie rock,independent music
536,belgian jazz,jazz
537,belgian metal,rock music
538,belgian modern jazz,jazz
539,belgian modern jazz,art music
540,belgian new wave,world music
541,belgian new wave,hip hop music
542,belgian new wave,electronic music
543,belgian new wave,pop music
544,belgian new wave,rock music
545,belgian pop,pop music
546,belgian post-rock,experimental music
547,belgian post-rock,rock music
548,belgian rock,world music
549,belgian rock,rock music
550,belgian singer-songwriter,vocal music
551,belgian singer-songwriter,acoustic music
552,belgian stoner rock,rock music
553,belgian techno,dance music
554,belgian techno,electronic music
555,belly dance,dance music
556,belo horizonte indie,independent music
557,bemani,functional music
558,benga,world music
559,beninese pop,pop music
560,bergamo indie,rock music
561,bergen indie,rock music
562,berlin minimal techno,experimental music
563,berlin minimal techno,dance music
564,berlin minimal techno,electronic music
565,berlin school,electronic music
566,bern indie,world music
567,bern indie,rock music
568,bhangra,dance music
569,big band,jazz
570,big beat,dance music
571,big beat,electronic music
572,big room,dance music
573,big room,electronic music
574,binaural,functional music
575,birdsong,functional music
576,birmingham grime,electronic music
577,birmingham hip hop,world music
578,birmingham hip hop,hip hop music
579,birmingham indie,rock music
580,birmingham metal,rock music
581,bitpop,electronic music
582,bitpop,pop music
583,black 'n' roll,rock music
584,black death,world music
585,black metal,rock music
586,black metal argentino,world music
587,black metal argentino,rock music
588,black punk,world music
589,black punk,rock music
590,black sludge,world music
591,black speed metal,world music
592,black speed metal,rock music
593,black thrash,world music
594,black thrash,rock music
595,blackened crust,rock music
596,blackened deathcore,dance music
597,blackened deathcore,electronic music
598,blackened deathcore,rock music
599,blackened hardcore,dance music
600,blackened hardcore,electronic music
601,blackened hardcore,rock music
602,blackgaze,rock music
603,blaskapelle,instrumental music
604,blasmusik,jazz
605,blasmusik,world music
606,blasmusik,instrumental music
607,bleep techno,dance music
608,bleep techno,electronic music
609,bluegrass,folk music
610,bluegrass,world music
611,bluegrass,country music
612,bluegrass gospel,world music
613,bluegrass gospel,country music
614,bluegrass gospel,functional music
615,bluegrass gospel,folk music
616,blues,blues
617,blues band,blues
618,blues rock,blues
619,blues rock,rock music
620,blues-rock guitar,blues
621,blues-rock guitar,rock music
622,blues-rock guitar,acoustic music
623,bmore,dance music
624,bolero,world music
625,bolero cubano,world music
626,boogaloo,world music
627,boogaloo,rhythm and blues
628,boogie,pop music
629,boogie-woogie,blues
630,boom bap,world music
631,boom bap,hip hop music
632,boom bap brasileiro,world music
633,boom bap brasileiro,hip hop music
634,boom bap espanol,world music
635,boom bap espanol,hip hop music
636,bosnian indie,rock music
637,bossa nova,world music
638,bossa nova jazz,jazz
639,bossa nova jazz,world music
640,boston electronic,electronic music
641,boston folk,folk music
642,boston folk,world music
643,boston hardcore,dance music
644,boston hardcore,electronic music
645,boston hardcore,rock music
646,boston hip hop,world music
647,boston hip hop,hip hop music
648,boston indie,rock music
649,boston metal,rock music
650,boston punk,rock music
651,boston rock,rock music
652,bouncy house,dance music
653,bouncy house,electronic music
654,bow pop,pop music
655,boy band,pop music
656,braindance,electronic music
657,brass band,instrumental music
658,brass band brasileiro,instrumental music
659,brass ensemble,instrumental music
660,brass quintet,instrumental music
661,brazilian bass,dance music
662,brazilian bass,electronic music
663,brazilian black metal,world music
664,brazilian black metal,rock music
665,brazilian boogie,pop music
666,brazilian death metal,rock music
667,brazilian dnb,dance music
668,brazilian dnb,electronic music
669,brazilian edm,dance music
670,brazilian edm,electronic music
671,brazilian gospel,functional music
672,brazilian gospel,world music
673,brazilian groove metal,rock music
674,brazilian hardcore,dance music
675,brazilian hardcore,electronic music
676,brazilian hardcore,rock music
677,brazilian hip hop,world music
678,brazilian hip hop,hip hop music
679,brazilian house,dance music
680,brazilian house,electronic music
681,brazilian indie,world music
682,brazilian indie,rock music
683,brazilian indie rock,rock music
684,brazilian indie rock,independent music
685,brazilian jazz,jazz
686,brazilian metal,rock music
687,brazilian modern jazz,jazz
688,brazilian modern jazz,art music
689,brazilian percussion,instrumental music
690,brazilian post-hardcore,experimental music
691,brazilian post-hardcore,electronic music
692,brazilian post-hardcore,dance music
693,brazilian post-hardcore,rock music
694,brazilian power metal,rock music
695,brazilian progressive metal,rock music
696,brazilian punk,rock music
697,brazilian punk rock,rock music
698,brazilian reggae,world music
699,brazilian rock,world music
700,brazilian rock,rock music
701,brazilian rockabilly,rock music
702,brazilian soul,world music
703,brazilian soul,soul music
704,brazilian soul,rhythm and blues
705,brazilian stoner rock,rock music
706,brazilian surf rock,pop music
707,brazilian surf rock,rock music
708,brazilian techno,dance music
709,brazilian techno,electronic music
710,brazilian thrash metal,rock music
711,breakbeat,dance music
712,breakbeat,electronic music
713,breakcore,dance music
714,breakcore,electronic music
715,breaks,hip hop music
716,brega romantico,world music
717,breton folk,folk music
718,breton folk,world music
719,brighton indie,rock music
720,brill building pop,pop music
721,brisbane indie,rock music
722,bristol electronic,electronic music
723,bristol indie,pop music
724,brit funk,funk
725,brit funk,rhythm and blues
726,british alternative rock,rock music
727,british black metal,world music
728,british black metal,rock music
729,british blues,blues
730,british brass band,instrumental music
731,british choir,vocal music
732,british classical piano,art music
733,british contemporary classical,art music
734,british contemporary classical,pop music
735,british country,world music
736,british country,country music
737,british death metal,rock music
738,british experimental,experimental music
739,british folk,folk music
740,british folk,world music
741,british grindcore,rock music
742,british indie rock,rock music
743,british indie rock,independent music
744,british industrial,experimental music
745,british industrial,electronic music
746,british invasion,rock music
747,british jazz,jazz
748,british jazz,world music
749,british math rock,rock music
750,british orchestra,art music
751,british post-rock,experimental music
752,british post-rock,rock music
753,british power metal,rock music
754,british singer-songwriter,vocal music
755,british singer-songwriter,acoustic music
756,british soul,soul music
757,british soundtrack,functional music
758,britpop,pop music
759,britpop,rock music
760,broken beat,dance music
761,broken beat,electronic music
762,bronx hip hop,world music
763,bronx hip hop,hip hop music
764,brooklyn drill,world music
765,brooklyn drill,hip hop music
766,brooklyn indie,rock music
767,brostep,electronic music
768,brutal death metal,rock music
769,brutal deathcore,dance music
770,brutal deathcore,electronic music
771,brutal deathcore,rock music
772,bubble trance,dance music
773,bubble trance,electronic music
774,bubblegrunge,rock music
775,bubblegum dance,dance music
776,bubblegum dance,electronic music
777,bubblegum pop,electronic music
778,bubblegum pop,pop music
779,bubblegum pop,rock music
780,buffalo ny indie,rock music
781,buffalo ny metal,rock music
782,bulgarian electronic,electronic music
783,bulgarian experimental,experimental music
784,bulgarian folk,folk music
785,bulgarian folk,world music
786,bulgarian indie,independent music
787,bulgarian metal,rock music
788,bulgarian pop,pop music
789,bulgarian rock,rock music
790,burkinabe pop,pop music
791,burkinabe traditional,world music
792,burundian pop,pop music
793,bury st edmunds indie,pop music
794,bury st edmunds indie,rock music
795,c-pop,world music
796,c-pop,pop music
797,c86,pop music
798,c86,rock music
799,c86,independent music
800,cabaret,pop music
801,calgary indie,rock music
802,cali rap,world music
803,cali rap,hip hop music
804,california hardcore,dance music
805,california hardcore,electronic music
806,california hardcore,rock music
807,calming instrumental,instrumental music
808,cambodian rock,world music
809,cambodian rock,rock music
810,cambridge choir,vocal music
811,cambridgeshire indie,rock music
812,cameroonian pop,pop music
813,canadian americana,world music
814,canadian americana,country music
815,canadian black metal,world music
816,canadian black metal,rock music
817,canadian blues,world music
818,canadian blues,blues
819,canadian ccm,pop music
820,canadian celtic,world music
821,canadian classical piano,art music
822,canadian contemporary country,world music
823,canadian contemporary country,art music
824,canadian contemporary country,country music
825,canadian contemporary country,pop music
826,canadian contemporary r&b,art music
827,canadian contemporary r&b,pop music
828,canadian contemporary r&b,rhythm and blues
829,canadian country,country music
830,canadian death metal,rock music
831,canadian drill,world music
832,canadian drill,hip hop music
833,canadian electronic,electronic music
834,canadian electropop,electronic music
835,canadian electropop,pop music
836,canadian experimental,experimental music
837,canadian folk,folk music
838,canadian folk,world music
839,canadian garage rock,rock music
840,canadian hardcore,rock music
841,canadian hip hop,world music
842,canadian hip hop,hip hop music
843,canadian house,dance music
844,canadian house,electronic music
845,canadian indie,rock music
846,canadian indie folk,folk music
847,canadian indie folk,world music
848,canadian indie folk,independent music
849,canadian indigenous,world music
850,canadian latin,world music
851,canadian metal,rock music
852,canadian metalcore,rock music
853,canadian modern jazz,jazz
854,canadian modern jazz,art music
855,canadian old school hip hop,world music
856,canadian old school hip hop,hip hop music
857,canadian pop,pop music
858,canadian pop punk,pop music
859,canadian pop punk,rock music
860,canadian post-hardcore,experimental music
861,canadian post-hardcore,electronic music
862,canadian post-hardcore,dance music
863,canadian post-hardcore,rock music
864,canadian post-punk,rock music
865,canadian post-rock,experimental music
866,canadian post-rock,rock music
867,canadian psychedelic,rock music
868,canadian psychedelic rock,rock music
869,canadian punk,rock music
870,canadian rock,world music
871,canadian rock,rock music
872,canadian rockabilly,rock music
873,canadian shoegaze,rock music
874,canadian singer-songwriter,vocal music
875,canadian singer-songwriter,acoustic music
876,canadian stoner rock,rock music
877,canadian trap,world music
878,canadian trap,hip hop music
879,canadian underground hip hop,world music
880,canadian underground hip hop,independent music
881,canadian underground hip hop,hip hop music
882,canadian underground hip hop,underground music
883,cancion infantil latinoamericana,children's music
884,cancion melodica,pop music
885,candomble,folk music
886,candomble,world music
887,candy pop,pop music
888,cantautor,world music
889,cantautor,rock music
890,cantautora argentina,folk music
891,cante flamenco,folk music
892,cante flamenco,world music
893,canterbury scene,rock music
894,canzone d'autore,world music
895,canzone d'autore,folk music
896,canzone d'autore,vocal music
897,canzone d'autore,acoustic music
898,canzone genovese,country music
899,canzone napoletana,country music
900,cape breton folk,folk music
901,cape breton folk,world music
902,cape breton indie,folk music
903,cape breton indie,world music
904,cape town indie,world music
905,cape town indie,rock music
906,cape verdean folk,folk music
907,cape verdean folk,world music
908,caracas indie,world music
909,caracas indie,rock music
910,cardiff indie,art music
911,carnatic,world music
912,carnatic,art music
913,carnatic instrumental,world music
914,carnatic instrumental,art music
915,carnatic instrumental,instrumental music
916,cascadian black metal,world music
917,cascadian black metal,rock music
918,caucasian classical piano,art music
919,cavernous death metal,rock music
920,ccm,pop music
921,cedm,functional music
922,cedm,dance music
923,cedm,electronic music
924,cello,rock music
925,celtic,world music
926,celtic metal,rock music
927,celtic punk,folk music
928,celtic punk,rock music
929,celtic rock,folk music
930,celtic rock,rock music
931,chalga,folk music
932,chalga,pop music
933,chamber choir,art music
934,chamber ensemble,art music
935,chamber folk,folk music
936,chamber orchestra,art music
937,chamber pop,art music
938,chamber pop,independent music
939,chamber pop,pop music
940,chamber pop,rock music
941,chamber psych,art music
942,champeta,world music
943,channel islands indie,functional music
944,channel islands indie,soul music
945,channel islands indie,rhythm and blues
946,channel pop,pop music
947,chanson,folk music
948,chanson,world music
949,chanson paillarde,folk music
950,chanson paillarde,world music
951,chanson quebecois,folk music
952,chanson quebecois,world music
953,chanson virale,folk music
954,chanson virale,world music
955,chaotic black metal,world music
956,chaotic black metal,rock music
957,chaotic hardcore,rock music
958,chapman stick,rock music
959,charanga,world music
960,charango,world music
961,charlotte nc indie,pop music
962,charlottesville indie,pop music
963,charred death,rock music
964,chicago blues,blues
965,chicago bop,world music
966,chicago bop,hip hop music
967,chicago drill,world music
968,chicago drill,hip hop music
969,chicago hardcore,rock music
970,chicago house,dance music
971,chicago house,electronic music
972,chicago indie,rock music
973,chicago pop punk,pop music
974,chicago pop punk,rock music
975,chicago punk,rock music
976,chicago rap,world music
977,chicago rap,hip hop music
978,chicano punk,rock music
979,chicano rap,hip hop music
980,chicha,world music
981,chihuahua indie,world music
982,chihuahua indie,rock music
983,children's choir,children's music
984,children's music,children's music
985,chilean black metal,world music
986,chilean black metal,rock music
987,chilean indie,world music
988,chilean indie,rock music
989,chilean metal,rock music
990,chilean rock,world music
991,chilean rock,rock music
992,chill lounge,pop music
993,chill out,electronic music
994,chill pop,pop music
995,chill r&b,rhythm and blues
996,chill-out trance,dance music
997,chill-out trance,electronic music
998,chillhop,world music
999,chillhop,lo-fi music
1000,chillhop,hip hop music
1001,chillstep,dance music
1002,chillstep,electronic music
1003,chillsynth,electronic music
1004,chillwave,electronic music
1005,chillwave,rock music
1006,chillwave,independent music
1007,chinderlieder,world music
1008,chinderlieder,hip hop music
1009,chinese classical performance,world music
1010,chinese classical performance,art music
1011,chinese classical piano,world music
1012,chinese classical piano,art music
1013,chinese electronic,electronic music
1014,chinese electropop,electronic music
1015,chinese electropop,pop music
1016,chinese experimental,experimental music
1017,chinese indie,rock music
1018,chinese indie pop,pop music
1019,chinese indie pop,rock music
1020,chinese indie pop,independent music
1021,chinese indie rock,rock music
1022,chinese indie rock,independent music
1023,chinese jazz,jazz
1024,chinese metal,rock music
1025,chinese post-punk,rock music
1026,chinese post-rock,experimental music
1027,chinese post-rock,rock music
1028,chinese traditional,folk music
1029,chinese traditional,world music
1030,chinese worship,functional music
1031,chip hop,world music
1032,chip hop,hip hop music
1033,chiptune,functional music
1034,chiptune,electronic music
1035,chiptune,rock music
1036,chopped and screwed,world music
1037,chopped and screwed,hip hop music
1038,choral,vocal music
1039,choro,vocal music
1040,choro contemporaneo,vocal music
1041,christchurch indie,pop music
1042,christelijk,functional music
1043,christelijk,world music
1044,christian a cappella,functional music
1045,christian a cappella,vocal music
1046,christian alternative rock,functional music
1047,christian alternative rock,rock music
1048,christian deathcore,functional music
1049,christian deathcore,electronic music
1050,christian deathcore,dance music
1051,christian deathcore,rock music
1052,christian hardcore,functional music
1053,christian hardcore,rock music
1054,christian indie,functional music
1055,christian metal,functional music
1056,christian metal,rock music
1057,christian metalcore,functional music
1058,christian metalcore,rock music
1059,christian music,functional music
1060,christian pop,functional music
1061,christian pop,pop music
1062,christian power metal,functional music
1063,christian power metal,rock music
1064,christian punk,functional music
1065,christian punk,rock music
1066,christian relaxative,functional music
1067,christian rock,functional music
1068,christian rock,rock music
1069,christian uplift,functional music
1070,christlicher rap,world music
1071,christlicher rap,hip hop music
1072,christmas product,pop music
1073,cimbalom,instrumental music
1074,cinematic post-rock,experimental music
1075,cinematic post-rock,rock music
1076,circuit,dance music
1077,circuit,electronic music
1078,city pop,pop music
1079,classic afrobeat,world music
1080,classic afrobeat,funk
1081,classic afrobeat,rhythm and blues
1082,classic afrobeat,folk music
1083,classic arab pop,world music
1084,classic arab pop,pop music
1085,classic azeri pop,pop music
1086,classic bangla pop,pop music
1087,classic belgian pop,pop music
1088,classic bhangra,dance music
1089,classic canadian rock,world music
1090,classic canadian rock,rock music
1091,classic city pop,pop music
1092,classic colombian pop,pop music
1093,classic country pop,world music
1094,classic country pop,pop music
