,track_name,spotify_name,spotify_id,artist_id,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2UjEyfnKzaY7qpBEeESJjv,Even When The Water's Cold,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,48,0.709,0.831,2,-6.847,0,0.0391,0.108,0.00128,0.159,0.866,104.971,audio_features,2UjEyfnKzaY7qpBEeESJjv,spotify:track:2UjEyfnKzaY7qpBEeESJjv,https://api.spotify.com/v1/tracks/2UjEyfnKzaY7qpBEeESJjv,https://api.spotify.com/v1/audio-analysis/2UjEyfnKzaY7qpBEeESJjv,227067,4
7y8aVfDkqt6qirGNivvs0M,One Girl / One Boy,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,45,0.702,0.851,10,-5.747,0,0.0407,0.00255,5.94e-05,0.322,0.87,117.004,audio_features,7y8aVfDkqt6qirGNivvs0M,spotify:track:7y8aVfDkqt6qirGNivvs0M,https://api.spotify.com/v1/tracks/7y8aVfDkqt6qirGNivvs0M,https://api.spotify.com/v1/audio-analysis/7y8aVfDkqt6qirGNivvs0M,243627,4
2PAn8J9dbmSnR4fLjpgehC,Dancing Is The Best Revenge,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,42,0.857,0.762,1,-6.327,1,0.0535,0.00339,0.31,0.0643,0.804,120.01,audio_features,2PAn8J9dbmSnR4fLjpgehC,spotify:track:2PAn8J9dbmSnR4fLjpgehC,https://api.spotify.com/v1/tracks/2PAn8J9dbmSnR4fLjpgehC,https://api.spotify.com/v1/audio-analysis/2PAn8J9dbmSnR4fLjpgehC,281558,4
7pyARdcnQELUIS2kcKOlhz,Fast Car,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,41,0.731,0.907,1,-6.486,1,0.0871,0.00465,0.0112,0.147,0.759,124.998,audio_features,7pyARdcnQELUIS2kcKOlhz,spotify:track:7pyARdcnQELUIS2kcKOlhz,https://api.spotify.com/v1/tracks/7pyARdcnQELUIS2kcKOlhz,https://api.spotify.com/v1/audio-analysis/7pyARdcnQELUIS2kcKOlhz,243839,4
0BjOgTLP0kLC88XqMoyrv8,Slyd,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,39,0.858,0.717,0,-8.734,1,0.0995,0.0626,0.243,0.216,0.582,120.004,audio_features,0BjOgTLP0kLC88XqMoyrv8,spotify:track:0BjOgTLP0kLC88XqMoyrv8,https://api.spotify.com/v1/tracks/0BjOgTLP0kLC88XqMoyrv8,https://api.spotify.com/v1/audio-analysis/0BjOgTLP0kLC88XqMoyrv8,254920,4
2hV9iER3lF70vUB05vP6G1,Man on the Moon,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,36,0.752,0.855,4,-5.194,0,0.0514,0.000249,0.0149,0.131,0.636,114.003,audio_features,2hV9iER3lF70vUB05vP6G1,spotify:track:2hV9iER3lF70vUB05vP6G1,https://api.spotify.com/v1/tracks/2hV9iER3lF70vUB05vP6G1,https://api.spotify.com/v1/audio-analysis/2hV9iER3lF70vUB05vP6G1,221133,4
4knd2gQyr2DTRLfJDHcyMS,So We Can Fuck,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,35,0.809,0.466,9,-9.491,0,0.0773,7.2e-05,0.849,0.116,0.72,120.002,audio_features,4knd2gQyr2DTRLfJDHcyMS,spotify:track:4knd2gQyr2DTRLfJDHcyMS,https://api.spotify.com/v1/tracks/4knd2gQyr2DTRLfJDHcyMS,https://api.spotify.com/v1/audio-analysis/4knd2gQyr2DTRLfJDHcyMS,296500,4
19plwOsYLdF68361d17aAb,Myth Takes,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,34,0.754,0.77,11,-7.83,0,0.0272,0.133,0.747,0.293,0.904,97.109,audio_features,19plwOsYLdF68361d17aAb,spotify:track:19plwOsYLdF68361d17aAb,https://api.spotify.com/v1/tracks/19plwOsYLdF68361d17aAb,https://api.spotify.com/v1/audio-analysis/19plwOsYLdF68361d17aAb,143987,4
4ccUbonjlrtOERG28Alqrs,Lucy Mongoosey,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,33,0.872,0.584,2,-7.412,1,0.0788,0.0194,0.00085,0.113,0.212,109.987,audio_features,4ccUbonjlrtOERG28Alqrs,spotify:track:4ccUbonjlrtOERG28Alqrs,https://api.spotify.com/v1/tracks/4ccUbonjlrtOERG28Alqrs,https://api.spotify.com/v1/audio-analysis/4ccUbonjlrtOERG28Alqrs,201507,4
2pPhbWZBm3Q6b35jV691qG,All U Writers,!!!,1mmehjf7eHA10uHMisZGJg,/artists/3684861-chk-chk-chk,33,0.874,0.814,11,-6.873,0,0.045,0.00412,0.464,0.069,0.741,121.976,audio_features,2pPhbWZBm3Q6b35jV691qG,spotify:track:2pPhbWZBm3Q6b35jV691qG,https://api.spotify.com/v1/tracks/2pPhbWZBm3Q6b35jV691qG,https://api.spotify.com/v1/audio-analysis/2pPhbWZBm3Q6b35jV691qG,322623,4
0QbzgyYLqOHGBHojxDcScM,Love in Looxor,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,11,0.772,0.245,7,-16.532,1,0.0609,0.127,0.822,0.0947,0.239,110.015,audio_features,0QbzgyYLqOHGBHojxDcScM,spotify:track:0QbzgyYLqOHGBHojxDcScM,https://api.spotify.com/v1/tracks/0QbzgyYLqOHGBHojxDcScM,https://api.spotify.com/v1/audio-analysis/0QbzgyYLqOHGBHojxDcScM,404979,4
5YnN8Lmu2Kp0hvm3cKIDLv,Salomé - Kadebostan Version,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,9,0.726,0.399,2,-12.691,1,0.0413,0.0166,0.34,0.0961,0.157,120.02,audio_features,5YnN8Lmu2Kp0hvm3cKIDLv,spotify:track:5YnN8Lmu2Kp0hvm3cKIDLv,https://api.spotify.com/v1/tracks/5YnN8Lmu2Kp0hvm3cKIDLv,https://api.spotify.com/v1/audio-analysis/5YnN8Lmu2Kp0hvm3cKIDLv,298000,4
1vYsG4ZdZnJpCtrsRUeP2F,Vodka Wedding,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,8,0.395,0.346,9,-17.244,0,0.0547,0.793,0.819,0.102,0.0371,114.996,audio_features,1vYsG4ZdZnJpCtrsRUeP2F,spotify:track:1vYsG4ZdZnJpCtrsRUeP2F,https://api.spotify.com/v1/tracks/1vYsG4ZdZnJpCtrsRUeP2F,https://api.spotify.com/v1/audio-analysis/1vYsG4ZdZnJpCtrsRUeP2F,284827,4
26fOgC96HtQK8HZLaetrRL,O Fantasma - Kadebostan Tigercity Remix Part 3,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,8,0.57,0.648,7,-12.041,0,0.0409,0.0247,0.778,0.623,0.263,120.004,audio_features,26fOgC96HtQK8HZLaetrRL,spotify:track:26fOgC96HtQK8HZLaetrRL,https://api.spotify.com/v1/tracks/26fOgC96HtQK8HZLaetrRL,https://api.spotify.com/v1/audio-analysis/26fOgC96HtQK8HZLaetrRL,642000,4
3cInmcUGlVgcbtWa3LdYoV,O Fantasma - Kadebostan Tigercity Remix,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,6,0.807,0.749,11,-11.553,0,0.068,0.0617,0.845,0.109,0.0376,126.002,audio_features,3cInmcUGlVgcbtWa3LdYoV,spotify:track:3cInmcUGlVgcbtWa3LdYoV,https://api.spotify.com/v1/tracks/3cInmcUGlVgcbtWa3LdYoV,https://api.spotify.com/v1/audio-analysis/3cInmcUGlVgcbtWa3LdYoV,487810,4
0xvJ3YiAbeXk70en0ceKqN,Caracas Soul,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,5,0.703,0.511,7,-9.376,1,0.0367,0.231,0.787,0.0784,0.125,119.996,audio_features,0xvJ3YiAbeXk70en0ceKqN,spotify:track:0xvJ3YiAbeXk70en0ceKqN,https://api.spotify.com/v1/tracks/0xvJ3YiAbeXk70en0ceKqN,https://api.spotify.com/v1/audio-analysis/0xvJ3YiAbeXk70en0ceKqN,459073,4
4dZYyd374Y2EkkWJvQKXFF,Spirit Soldiers,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,3,0.674,0.574,9,-11.205,0,0.0353,0.0444,0.817,0.146,0.3,124.953,audio_features,4dZYyd374Y2EkkWJvQKXFF,spotify:track:4dZYyd374Y2EkkWJvQKXFF,https://api.spotify.com/v1/tracks/4dZYyd374Y2EkkWJvQKXFF,https://api.spotify.com/v1/audio-analysis/4dZYyd374Y2EkkWJvQKXFF,450493,4
3w30tO0cCdPAI1GchoQ2Cs,Mother Cries,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,3,0.633,0.214,2,-14.737,0,0.0392,0.371,0.892,0.0928,0.0391,120.019,audio_features,3w30tO0cCdPAI1GchoQ2Cs,spotify:track:3w30tO0cCdPAI1GchoQ2Cs,https://api.spotify.com/v1/tracks/3w30tO0cCdPAI1GchoQ2Cs,https://api.spotify.com/v1/audio-analysis/3w30tO0cCdPAI1GchoQ2Cs,328285,4
23nAC6UmC3c3zkNHX0N3mE,5.15 Am,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,2,0.809,0.556,1,-11.86,0,0.0661,0.00867,0.748,0.172,0.502,119.964,audio_features,23nAC6UmC3c3zkNHX0N3mE,spotify:track:23nAC6UmC3c3zkNHX0N3mE,https://api.spotify.com/v1/tracks/23nAC6UmC3c3zkNHX0N3mE,https://api.spotify.com/v1/audio-analysis/23nAC6UmC3c3zkNHX0N3mE,351000,4
47SrYpCq5oHBgSjZkOdBkS,The Souk,Kadebostan,6hWRK8VkzbYP9p17M5APJR,/artists/694091-kadebostan,2,0.727,0.559,1,-8.26,1,0.0451,0.0131,0.668,0.142,0.226,126.011,audio_features,47SrYpCq5oHBgSjZkOdBkS,spotify:track:47SrYpCq5oHBgSjZkOdBkS,https://api.spotify.com/v1/tracks/47SrYpCq5oHBgSjZkOdBkS,https://api.spotify.com/v1/audio-analysis/47SrYpCq5oHBgSjZkOdBkS,488000,4
7Aw96tEdt9BhDBU8PFSgXN,When Will I See You Again?,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,35,0.67,0.649,9,-8.402,0,0.0693,0.0549,0.00275,0.138,0.722,81.757,audio_features,7Aw96tEdt9BhDBU8PFSgXN,spotify:track:7Aw96tEdt9BhDBU8PFSgXN,https://api.spotify.com/v1/tracks/7Aw96tEdt9BhDBU8PFSgXN,https://api.spotify.com/v1/audio-analysis/7Aw96tEdt9BhDBU8PFSgXN,474053,4
5r5xYgz0x6JHayJkRGHCn7,Rhapsody In Berlin,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,28,0.577,0.861,11,-4.373,0,0.175,0.157,0.473,0.149,0.691,90.886,audio_features,5r5xYgz0x6JHayJkRGHCn7,spotify:track:5r5xYgz0x6JHayJkRGHCn7,https://api.spotify.com/v1/tracks/5r5xYgz0x6JHayJkRGHCn7,https://api.spotify.com/v1/audio-analysis/5r5xYgz0x6JHayJkRGHCn7,381982,4
3bNTfd6VPviwPHxSdRkSVi,Tango of Love,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,17,0.387,0.591,10,-7.727,0,0.0453,0.487,0.0103,0.125,0.569,125.158,audio_features,3bNTfd6VPviwPHxSdRkSVi,spotify:track:3bNTfd6VPviwPHxSdRkSVi,https://api.spotify.com/v1/tracks/3bNTfd6VPviwPHxSdRkSVi,https://api.spotify.com/v1/audio-analysis/3bNTfd6VPviwPHxSdRkSVi,392413,4
0SbOrYk9DCtmQOzyyEmIZY,Shaman!,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,16,0.556,0.582,7,-9.18,1,0.0533,0.232,0.0375,0.102,0.537,117.668,audio_features,0SbOrYk9DCtmQOzyyEmIZY,spotify:track:0SbOrYk9DCtmQOzyyEmIZY,https://api.spotify.com/v1/tracks/0SbOrYk9DCtmQOzyyEmIZY,https://api.spotify.com/v1/audio-analysis/0SbOrYk9DCtmQOzyyEmIZY,745507,4
1Ug8CpyTxyrNjRmim6vmsb,Tinoge,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,13,0.591,0.714,6,-10.448,1,0.0701,0.228,0.756,0.105,0.927,119.724,audio_features,1Ug8CpyTxyrNjRmim6vmsb,spotify:track:1Ug8CpyTxyrNjRmim6vmsb,https://api.spotify.com/v1/tracks/1Ug8CpyTxyrNjRmim6vmsb,https://api.spotify.com/v1/audio-analysis/1Ug8CpyTxyrNjRmim6vmsb,419107,4
3KUyghqLttkh59irlsKhTP,An Angel Fell,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,12,0.316,0.588,1,-11.222,1,0.0487,0.401,0.442,0.306,0.369,94.192,audio_features,3KUyghqLttkh59irlsKhTP,spotify:track:3KUyghqLttkh59irlsKhTP,https://api.spotify.com/v1/tracks/3KUyghqLttkh59irlsKhTP,https://api.spotify.com/v1/audio-analysis/3KUyghqLttkh59irlsKhTP,517267,4
7dpMgO106bOyevswpMKXgc,Eternity,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,12,0.591,0.491,8,-8.911,1,0.0458,0.224,0.133,0.399,0.62,121.159,audio_features,7dpMgO106bOyevswpMKXgc,spotify:track:7dpMgO106bOyevswpMKXgc,https://api.spotify.com/v1/tracks/7dpMgO106bOyevswpMKXgc,https://api.spotify.com/v1/audio-analysis/7dpMgO106bOyevswpMKXgc,576587,4
307rL6PZbPTFtWPRoqkFzO,Theme for Cecil,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,11,0.455,0.64,10,-8.303,1,0.0514,0.164,0.866,0.0991,0.466,106.965,audio_features,307rL6PZbPTFtWPRoqkFzO,spotify:track:307rL6PZbPTFtWPRoqkFzO,https://api.spotify.com/v1/tracks/307rL6PZbPTFtWPRoqkFzO,https://api.spotify.com/v1/audio-analysis/307rL6PZbPTFtWPRoqkFzO,473120,4
0vG7ezO91rSXuMm5SFNAen,Message to my People,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,11,0.544,0.622,6,-9.928,1,0.0392,0.00338,0.0182,0.0856,0.63,136.16,audio_features,0vG7ezO91rSXuMm5SFNAen,spotify:track:0vG7ezO91rSXuMm5SFNAen,https://api.spotify.com/v1/tracks/0vG7ezO91rSXuMm5SFNAen,https://api.spotify.com/v1/audio-analysis/0vG7ezO91rSXuMm5SFNAen,468813,4
5VTiS3HCk7i8HH756tzdu4,Dogon Mysteries,The Pyramids,3kCWVwcSSSggzNsjm8a6h2,/artists/7433784-pyramids-jazz,11,0.378,0.651,4,-8.135,0,0.0792,0.353,0.576,0.165,0.75,100.447,audio_features,5VTiS3HCk7i8HH756tzdu4,spotify:track:5VTiS3HCk7i8HH756tzdu4,https://api.spotify.com/v1/tracks/5VTiS3HCk7i8HH756tzdu4,https://api.spotify.com/v1/audio-analysis/5VTiS3HCk7i8HH756tzdu4,299027,3
7ImmstssLRlB4MjmtWEEOn,Lonely World,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,33,0.309,0.867,2,-3.915,0,0.0588,0.0527,4.33e-05,0.151,0.103,169.998,audio_features,7ImmstssLRlB4MjmtWEEOn,spotify:track:7ImmstssLRlB4MjmtWEEOn,https://api.spotify.com/v1/tracks/7ImmstssLRlB4MjmtWEEOn,https://api.spotify.com/v1/audio-analysis/7ImmstssLRlB4MjmtWEEOn,288280,4
1F4KdQfnB1h8F3626XQ2x5,Be Alone,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,21,0.288,0.888,8,-2.801,0,0.0551,0.000615,0.000559,0.283,0.228,150.226,audio_features,1F4KdQfnB1h8F3626XQ2x5,spotify:track:1F4KdQfnB1h8F3626XQ2x5,https://api.spotify.com/v1/tracks/1F4KdQfnB1h8F3626XQ2x5,https://api.spotify.com/v1/audio-analysis/1F4KdQfnB1h8F3626XQ2x5,281080,4
1eOhSIps96Q2whUrM4aFDl,Talking In Your Sleep,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,27,0.237,0.901,2,-1.802,0,0.0496,0.00105,8.59e-06,0.37,0.231,165.008,audio_features,1eOhSIps96Q2whUrM4aFDl,spotify:track:1eOhSIps96Q2whUrM4aFDl,https://api.spotify.com/v1/tracks/1eOhSIps96Q2whUrM4aFDl,https://api.spotify.com/v1/audio-analysis/1eOhSIps96Q2whUrM4aFDl,225307,4
6963jd80fhVDynUOLJuzQ3,Lullaby,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,27,0.457,0.672,1,-5.195,0,0.0351,0.134,0.111,0.105,0.0714,135.01,audio_features,6963jd80fhVDynUOLJuzQ3,spotify:track:6963jd80fhVDynUOLJuzQ3,https://api.spotify.com/v1/tracks/6963jd80fhVDynUOLJuzQ3,https://api.spotify.com/v1/audio-analysis/6963jd80fhVDynUOLJuzQ3,324080,4
58WXvkoE5A93XNMn6Dba4d,In Sickness & Health,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,24,0.364,0.89,8,-3.335,0,0.0611,0.00143,0.0385,0.269,0.0846,110.136,audio_features,58WXvkoE5A93XNMn6Dba4d,spotify:track:58WXvkoE5A93XNMn6Dba4d,https://api.spotify.com/v1/tracks/58WXvkoE5A93XNMn6Dba4d,https://api.spotify.com/v1/audio-analysis/58WXvkoE5A93XNMn6Dba4d,280293,3
5vkQsWP0m2CNuVn1nbaXDU,Medicine,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,22,0.305,0.972,2,-2.701,0,0.108,0.00207,1.07e-05,0.342,0.145,159.992,audio_features,5vkQsWP0m2CNuVn1nbaXDU,spotify:track:5vkQsWP0m2CNuVn1nbaXDU,https://api.spotify.com/v1/tracks/5vkQsWP0m2CNuVn1nbaXDU,https://api.spotify.com/v1/audio-analysis/5vkQsWP0m2CNuVn1nbaXDU,217960,4
7gKiUiSty4sW9kMrnk9sRQ,Miles Apart,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,18,0.321,0.976,4,-2.69,1,0.0662,7.74e-06,0.0222,0.624,0.299,145.164,audio_features,7gKiUiSty4sW9kMrnk9sRQ,spotify:track:7gKiUiSty4sW9kMrnk9sRQ,https://api.spotify.com/v1/tracks/7gKiUiSty4sW9kMrnk9sRQ,https://api.spotify.com/v1/audio-analysis/7gKiUiSty4sW9kMrnk9sRQ,264400,3
5W9BcL0SfLo2qw1eAF8pEl,Hurt,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,18,0.392,0.96,4,-2.296,0,0.0498,0.0415,0.0116,0.15,0.375,139.954,audio_features,5W9BcL0SfLo2qw1eAF8pEl,spotify:track:5W9BcL0SfLo2qw1eAF8pEl,https://api.spotify.com/v1/tracks/5W9BcL0SfLo2qw1eAF8pEl,https://api.spotify.com/v1/audio-analysis/5W9BcL0SfLo2qw1eAF8pEl,218307,3
37hAhITRwb02YLVpkMGPp5,You Are Not,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,17,0.309,0.928,5,-3.294,1,0.0671,0.00201,0.0,0.113,0.185,159.981,audio_features,37hAhITRwb02YLVpkMGPp5,spotify:track:37hAhITRwb02YLVpkMGPp5,https://api.spotify.com/v1/tracks/37hAhITRwb02YLVpkMGPp5,https://api.spotify.com/v1/audio-analysis/37hAhITRwb02YLVpkMGPp5,251307,3
3W6vGEXSKNHtKBqWeWMPFK,Skin Over Mine,Acres,3y43zXffnLmhyQD1K4QCmD,/artists/555641-acres,16,0.406,0.627,2,-5.496,0,0.0464,0.382,0.000306,0.1,0.0697,115.037,audio_features,3W6vGEXSKNHtKBqWeWMPFK,spotify:track:3W6vGEXSKNHtKBqWeWMPFK,https://api.spotify.com/v1/tracks/3W6vGEXSKNHtKBqWeWMPFK,https://api.spotify.com/v1/audio-analysis/3W6vGEXSKNHtKBqWeWMPFK,340693,4
6dJOq4LbHBkD8bQK0i8KKQ,I Want Ya,$MOOVE,38DshhONySNb65KLMDMCMY,/artists/44425-smoove,0,0.806,0.665,11,-7.114,0,0.212,0.0624,3.77e-05,0.16,0.656,142.02,audio_features,6dJOq4LbHBkD8bQK0i8KKQ,spotify:track:6dJOq4LbHBkD8bQK0i8KKQ,https://api.spotify.com/v1/tracks/6dJOq4LbHBkD8bQK0i8KKQ,https://api.spotify.com/v1/audio-analysis/6dJOq4LbHBkD8bQK0i8KKQ,200647,4
1Y60TbKEJbFB93t7abO31j,Cassidy,Friends,0R2qhaNYSKYhYKeRMYwrpN,/artists/8672184-and-friends,29,0.494,0.868,4,-6.972,1,0.0468,0.021,0.0415,0.079,0.818,158.951,audio_features,1Y60TbKEJbFB93t7abO31j,spotify:track:1Y60TbKEJbFB93t7abO31j,https://api.spotify.com/v1/tracks/1Y60TbKEJbFB93t7abO31j,https://api.spotify.com/v1/audio-analysis/1Y60TbKEJbFB93t7abO31j,193280,4
6YaSBi4MTdSgVqEkF6XtSw,Mic Night,Friends,0R2qhaNYSKYhYKeRMYwrpN,/artists/8672184-and-friends,0,0.837,0.301,10,-18.847,0,0.447,0.0542,1.99e-06,0.0981,0.459,143.02,audio_features,6YaSBi4MTdSgVqEkF6XtSw,spotify:track:6YaSBi4MTdSgVqEkF6XtSw,https://api.spotify.com/v1/tracks/6YaSBi4MTdSgVqEkF6XtSw,https://api.spotify.com/v1/audio-analysis/6YaSBi4MTdSgVqEkF6XtSw,214825,4
6xGBZUMxfWdIAfG8PzfehQ,Corona Song (Tamil) இருந்தால் உமக்கு,Friends,0R2qhaNYSKYhYKeRMYwrpN,/artists/8672184-and-friends,0,0.625,0.379,4,-8.247,1,0.0281,0.819,1.74e-06,0.0523,0.172,116.049,audio_features,6xGBZUMxfWdIAfG8PzfehQ,spotify:track:6xGBZUMxfWdIAfG8PzfehQ,https://api.spotify.com/v1/tracks/6xGBZUMxfWdIAfG8PzfehQ,https://api.spotify.com/v1/audio-analysis/6xGBZUMxfWdIAfG8PzfehQ,311952,3
0fUWBqpKPcF1JCiQdyMERv,Retarded,Friends,0R2qhaNYSKYhYKeRMYwrpN,/artists/8672184-and-friends,0,0.86,0.321,7,-18.173,1,0.406,0.109,2.57e-06,0.0881,0.407,72.024,audio_features,0fUWBqpKPcF1JCiQdyMERv,spotify:track:0fUWBqpKPcF1JCiQdyMERv,https://api.spotify.com/v1/tracks/0fUWBqpKPcF1JCiQdyMERv,https://api.spotify.com/v1/audio-analysis/0fUWBqpKPcF1JCiQdyMERv,233333,4
2PkH9wH2ohR0wofh46O2yX,David தாவீது,Friends,0R2qhaNYSKYhYKeRMYwrpN,/artists/8672184-and-friends,0,0.847,0.604,2,-8.54,1,0.0783,0.0638,5.13e-06,0.12,0.333,100.022,audio_features,2PkH9wH2ohR0wofh46O2yX,spotify:track:2PkH9wH2ohR0wofh46O2yX,https://api.spotify.com/v1/tracks/2PkH9wH2ohR0wofh46O2yX,https://api.spotify.com/v1/audio-analysis/2PkH9wH2ohR0wofh46O2yX,252000,4
0mAWvo4OaQdXBwwybvlyTg,Esther எஸ்தர்,Friends,0R2qhaNYSKYhYKeRMYwrpN,/artists/8672184-and-friends,0,0.862,0.523,2,-11.681,1,0.062,0.156,1.65e-05,0.0804,0.587,120.015,audio_features,0mAWvo4OaQdXBwwybvlyTg,spotify:track:0mAWvo4OaQdXBwwybvlyTg,https://api.spotify.com/v1/tracks/0mAWvo4OaQdXBwwybvlyTg,https://api.spotify.com/v1/audio-analysis/0mAWvo4OaQdXBwwybvlyTg,292667,4
6DEkevezh5gZ1dP5UpxsNQ,Leap,The Calling Sirens,1ORY7bHVmnSxZ82DWV6So9,/artists/7958443-and-the-calling-sirens,1,0.208,0.436,11,-11.573,1,0.0309,0.54,0.0496,0.109,0.307,63.345,audio_features,6DEkevezh5gZ1dP5UpxsNQ,spotify:track:6DEkevezh5gZ1dP5UpxsNQ,https://api.spotify.com/v1/tracks/6DEkevezh5gZ1dP5UpxsNQ,https://api.spotify.com/v1/audio-analysis/6DEkevezh5gZ1dP5UpxsNQ,217706,4
0lpp9kiTeP6f6m6Qw5dWb6,Painted Windows,The Calling Sirens,1ORY7bHVmnSxZ82DWV6So9,/artists/7958443-and-the-calling-sirens,1,0.623,0.418,9,-10.88,0,0.0239,0.465,0.212,0.14,0.337,105.324,audio_features,0lpp9kiTeP6f6m6Qw5dWb6,spotify:track:0lpp9kiTeP6f6m6Qw5dWb6,https://api.spotify.com/v1/tracks/0lpp9kiTeP6f6m6Qw5dWb6,https://api.spotify.com/v1/audio-analysis/0lpp9kiTeP6f6m6Qw5dWb6,319931,4
6OvaDXS0whwxlHfpu6u5fU,Dark Country,The Calling Sirens,1ORY7bHVmnSxZ82DWV6So9,/artists/7958443-and-the-calling-sirens,1,0.509,0.425,7,-9.274,0,0.0307,0.52,9.45e-06,0.106,0.307,112.717,audio_features,6OvaDXS0whwxlHfpu6u5fU,spotify:track:6OvaDXS0whwxlHfpu6u5fU,https://api.spotify.com/v1/tracks/6OvaDXS0whwxlHfpu6u5fU,https://api.spotify.com/v1/audio-analysis/6OvaDXS0whwxlHfpu6u5fU,180545,3
56j6UDDN45yJzW68VuY1hP,The Shade,The Calling Sirens,1ORY7bHVmnSxZ82DWV6So9,/artists/7958443-and-the-calling-sirens,0,0.646,0.164,2,-13.144,0,0.035,0.792,0.00133,0.132,0.291,120.141,audio_features,56j6UDDN45yJzW68VuY1hP,spotify:track:56j6UDDN45yJzW68VuY1hP,https://api.spotify.com/v1/tracks/56j6UDDN45yJzW68VuY1hP,https://api.spotify.com/v1/audio-analysis/56j6UDDN45yJzW68VuY1hP,264809,4
2d0xdgxOQuCxX6G3IAFEqZ,In the Name of the Unreal,The Calling Sirens,1ORY7bHVmnSxZ82DWV6So9,/artists/7958443-and-the-calling-sirens,0,0.293,0.606,2,-9.729,1,0.0322,0.00867,0.115,0.0956,0.332,117.008,audio_features,2d0xdgxOQuCxX6G3IAFEqZ,spotify:track:2d0xdgxOQuCxX6G3IAFEqZ,https://api.spotify.com/v1/tracks/2d0xdgxOQuCxX6G3IAFEqZ,https://api.spotify.com/v1/audio-analysis/2d0xdgxOQuCxX6G3IAFEqZ,307221,4
541PjjlAvorXA4keC97JtF,Armour Shine,The Calling Sirens,1ORY7bHVmnSxZ82DWV6So9,/artists/7958443-and-the-calling-sirens,0,0.532,0.467,1,-9.337,0,0.0247,0.138,0.0211,0.108,0.318,142.011,audio_features,541PjjlAvorXA4keC97JtF,spotify:track:541PjjlAvorXA4keC97JtF,https://api.spotify.com/v1/tracks/541PjjlAvorXA4keC97JtF,https://api.spotify.com/v1/audio-analysis/541PjjlAvorXA4keC97JtF,263803,4
2lXIhcKCYjaQDmJPDkIGav,Bad Role,The Calling Sirens,1ORY7bHVmnSxZ82DWV6So9,/artists/7958443-and-the-calling-sirens,0,0.412,0.458,4,-9.678,0,0.056,0.125,0.736,0.111,0.699,182.99,audio_features,2lXIhcKCYjaQDmJPDkIGav,spotify:track:2lXIhcKCYjaQDmJPDkIGav,https://api.spotify.com/v1/tracks/2lXIhcKCYjaQDmJPDkIGav,https://api.spotify.com/v1/audio-analysis/2lXIhcKCYjaQDmJPDkIGav,200571,4
