,track_name,spotify_name,spotify_id,artist_id,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5x38wfbAMWaRUY45DOyMJW,L'ascenseur,21 Juin Le Duo,0UUuBtaLyglYTbgfjTw1vT,/artists/10094045-21-juin-le-duo,1,0.747,0.29,0,-9.015,0,0.0359,0.868,7.09e-05,0.0756,0.385,129.685,audio_features,5x38wfbAMWaRUY45DOyMJW,spotify:track:5x38wfbAMWaRUY45DOyMJW,https://api.spotify.com/v1/tracks/5x38wfbAMWaRUY45DOyMJW,https://api.spotify.com/v1/audio-analysis/5x38wfbAMWaRUY45DOyMJW,214154,4
4sbuoJ0UlSGbknMGmf0sFF,Peau de vache - Piano-voix,21 Juin Le Duo,0UUuBtaLyglYTbgfjTw1vT,/artists/10094045-21-juin-le-duo,1,0.517,0.191,0,-8.839,1,0.0453,0.936,0.0,0.107,0.0886,130.722,audio_features,4sbuoJ0UlSGbknMGmf0sFF,spotify:track:4sbuoJ0UlSGbknMGmf0sFF,https://api.spotify.com/v1/tracks/4sbuoJ0UlSGbknMGmf0sFF,https://api.spotify.com/v1/audio-analysis/4sbuoJ0UlSGbknMGmf0sFF,186000,3
4mrKtDOcSuAdxk0eBPhbWq,Sylphs,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,33,0.502,0.805,9,-7.266,0,0.0525,0.000879,0.0,0.384,0.567,80.612,audio_features,4mrKtDOcSuAdxk0eBPhbWq,spotify:track:4mrKtDOcSuAdxk0eBPhbWq,https://api.spotify.com/v1/tracks/4mrKtDOcSuAdxk0eBPhbWq,https://api.spotify.com/v1/audio-analysis/4mrKtDOcSuAdxk0eBPhbWq,232893,4
52vejQjO6dMArX2P6yRqrP,Call Me Trimtab,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,22,0.572,0.891,0,-7.599,1,0.0766,0.000156,0.000239,0.28,0.462,121.987,audio_features,52vejQjO6dMArX2P6yRqrP,spotify:track:52vejQjO6dMArX2P6yRqrP,https://api.spotify.com/v1/tracks/52vejQjO6dMArX2P6yRqrP,https://api.spotify.com/v1/audio-analysis/52vejQjO6dMArX2P6yRqrP,304693,4
1pKtg0uFmjsAgdXi0ZVUjl,You Are Creating,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,17,0.414,0.74,1,-6.456,0,0.0486,0.000308,5.19e-06,0.355,0.631,150.807,audio_features,1pKtg0uFmjsAgdXi0ZVUjl,spotify:track:1pKtg0uFmjsAgdXi0ZVUjl,https://api.spotify.com/v1/tracks/1pKtg0uFmjsAgdXi0ZVUjl,https://api.spotify.com/v1/audio-analysis/1pKtg0uFmjsAgdXi0ZVUjl,216440,4
1aXz3rmEyrzFAYl4uvWX6j,Oxygen,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,13,0.447,0.945,2,-5.349,1,0.0836,0.00071,0.000313,0.862,0.338,129.748,audio_features,1aXz3rmEyrzFAYl4uvWX6j,spotify:track:1aXz3rmEyrzFAYl4uvWX6j,https://api.spotify.com/v1/tracks/1aXz3rmEyrzFAYl4uvWX6j,https://api.spotify.com/v1/audio-analysis/1aXz3rmEyrzFAYl4uvWX6j,286333,4
2DPN6nrtFfWWOjPdO3eKIN,Sum of Parts,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,12,0.472,0.788,5,-7.09,1,0.121,0.0467,0.0,0.278,0.552,84.95,audio_features,2DPN6nrtFfWWOjPdO3eKIN,spotify:track:2DPN6nrtFfWWOjPdO3eKIN,https://api.spotify.com/v1/tracks/2DPN6nrtFfWWOjPdO3eKIN,https://api.spotify.com/v1/audio-analysis/2DPN6nrtFfWWOjPdO3eKIN,238573,4
5wRYptkYxjQIvvQA42fWg4,Dillemanns Clarity,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,11,0.505,0.72,0,-8.406,1,0.0541,0.00696,6.4e-06,0.0916,0.361,127.138,audio_features,5wRYptkYxjQIvvQA42fWg4,spotify:track:5wRYptkYxjQIvvQA42fWg4,https://api.spotify.com/v1/tracks/5wRYptkYxjQIvvQA42fWg4,https://api.spotify.com/v1/audio-analysis/5wRYptkYxjQIvvQA42fWg4,296453,4
5cRATsTQW7yc01gxLh3g8T,Chroma Key,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,10,0.549,0.856,11,-7.717,0,0.0522,0.00399,0.0,0.299,0.466,104.47,audio_features,5cRATsTQW7yc01gxLh3g8T,spotify:track:5cRATsTQW7yc01gxLh3g8T,https://api.spotify.com/v1/tracks/5cRATsTQW7yc01gxLh3g8T,https://api.spotify.com/v1/audio-analysis/5cRATsTQW7yc01gxLh3g8T,313293,4
5iAlJNCbk3lSBgJXX0W1IE,Autumn Stream,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,10,0.718,0.882,4,-10.991,0,0.123,0.087,0.00216,0.125,0.253,125.907,audio_features,5iAlJNCbk3lSBgJXX0W1IE,spotify:track:5iAlJNCbk3lSBgJXX0W1IE,https://api.spotify.com/v1/tracks/5iAlJNCbk3lSBgJXX0W1IE,https://api.spotify.com/v1/audio-analysis/5iAlJNCbk3lSBgJXX0W1IE,292467,4
1xcXBYeTenvsrO5tVlWMgm,Plastik,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,10,0.362,0.751,0,-6.446,1,0.115,0.00377,0.0,0.0681,0.399,106.735,audio_features,1xcXBYeTenvsrO5tVlWMgm,spotify:track:1xcXBYeTenvsrO5tVlWMgm,https://api.spotify.com/v1/tracks/1xcXBYeTenvsrO5tVlWMgm,https://api.spotify.com/v1/audio-analysis/1xcXBYeTenvsrO5tVlWMgm,239267,4
6ilgPd4Ho7zhkOafkaVXuu,Staying Embodied,22,0Op82sqzI45fNMecmDiJDx,/artists/159832-22,9,0.352,0.86,1,-6.873,0,0.0682,0.00167,1.26e-06,0.15,0.48,176.986,audio_features,6ilgPd4Ho7zhkOafkaVXuu,spotify:track:6ilgPd4Ho7zhkOafkaVXuu,https://api.spotify.com/v1/tracks/6ilgPd4Ho7zhkOafkaVXuu,https://api.spotify.com/v1/audio-analysis/6ilgPd4Ho7zhkOafkaVXuu,271000,3
6gcbknWGNMJBKLmsJgkapq,Big Fire,22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,17,0.637,0.466,11,-10.551,1,0.0317,0.352,0.779,0.109,0.572,81.158,audio_features,6gcbknWGNMJBKLmsJgkapq,spotify:track:6gcbknWGNMJBKLmsJgkapq,https://api.spotify.com/v1/tracks/6gcbknWGNMJBKLmsJgkapq,https://api.spotify.com/v1/audio-analysis/6gcbknWGNMJBKLmsJgkapq,245551,4
5R62zuABI6XpK1d8VjBZiY,22,22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,13,0.191,0.0556,7,-15.592,1,0.0426,0.974,0.741,0.116,0.0386,94.126,audio_features,5R62zuABI6XpK1d8VjBZiY,spotify:track:5R62zuABI6XpK1d8VjBZiY,https://api.spotify.com/v1/tracks/5R62zuABI6XpK1d8VjBZiY,https://api.spotify.com/v1/audio-analysis/5R62zuABI6XpK1d8VjBZiY,189000,4
6PR1IUez03afi0YR4K9gIU,What If,22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,11,0.449,0.435,3,-8.676,1,0.0299,0.425,0.919,0.281,0.0383,126.659,audio_features,6PR1IUez03afi0YR4K9gIU,spotify:track:6PR1IUez03afi0YR4K9gIU,https://api.spotify.com/v1/tracks/6PR1IUez03afi0YR4K9gIU,https://api.spotify.com/v1/audio-analysis/6PR1IUez03afi0YR4K9gIU,274000,4
3LctLgoi071S5Ajd5sz7mn,New Valley,22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,9,0.566,0.653,8,-8.709,1,0.0272,0.668,0.811,0.0676,0.163,89.569,audio_features,3LctLgoi071S5Ajd5sz7mn,spotify:track:3LctLgoi071S5Ajd5sz7mn,https://api.spotify.com/v1/tracks/3LctLgoi071S5Ajd5sz7mn,https://api.spotify.com/v1/audio-analysis/3LctLgoi071S5Ajd5sz7mn,175813,4
7sIN6JQDIrqEcjZBSDdXAa,Foam,22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,8,0.459,0.934,5,-5.57,1,0.0443,0.192,0.596,0.3,0.651,120.958,audio_features,7sIN6JQDIrqEcjZBSDdXAa,spotify:track:7sIN6JQDIrqEcjZBSDdXAa,https://api.spotify.com/v1/tracks/7sIN6JQDIrqEcjZBSDdXAa,https://api.spotify.com/v1/audio-analysis/7sIN6JQDIrqEcjZBSDdXAa,156912,4
7L2sijogoGY0yKa1W3VQOj,King Keith,22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,7,0.584,0.238,5,-11.427,1,0.0404,0.918,0.58,0.495,0.129,113.185,audio_features,7L2sijogoGY0yKa1W3VQOj,spotify:track:7L2sijogoGY0yKa1W3VQOj,https://api.spotify.com/v1/tracks/7L2sijogoGY0yKa1W3VQOj,https://api.spotify.com/v1/audio-analysis/7L2sijogoGY0yKa1W3VQOj,275588,4
6LoDKUMxJtw9C86ytZLVMj,Mannequin,22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,6,0.626,0.422,0,-9.134,0,0.0321,0.853,0.579,0.109,0.0733,116.354,audio_features,6LoDKUMxJtw9C86ytZLVMj,spotify:track:6LoDKUMxJtw9C86ytZLVMj,https://api.spotify.com/v1/tracks/6LoDKUMxJtw9C86ytZLVMj,https://api.spotify.com/v1/audio-analysis/6LoDKUMxJtw9C86ytZLVMj,213500,4
3yP3Z1sHxiblAl3RAH1zD5,The Gorge,22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,5,0.693,0.435,0,-12.821,1,0.0902,0.801,0.419,0.132,0.348,110.165,audio_features,3yP3Z1sHxiblAl3RAH1zD5,spotify:track:3yP3Z1sHxiblAl3RAH1zD5,https://api.spotify.com/v1/tracks/3yP3Z1sHxiblAl3RAH1zD5,https://api.spotify.com/v1/audio-analysis/3yP3Z1sHxiblAl3RAH1zD5,275500,3
1eRS5YSADFyyOwS46EBHlv,Red Bird (Bonus Track),22º Halo,6p355yiyJc67iSNeWLM8WH,/artists/10119580-22deg-halo,5,0.684,0.251,9,-11.372,1,0.0356,0.867,0.422,0.0971,0.149,112.642,audio_features,1eRS5YSADFyyOwS46EBHlv,spotify:track:1eRS5YSADFyyOwS46EBHlv,https://api.spotify.com/v1/tracks/1eRS5YSADFyyOwS46EBHlv,https://api.spotify.com/v1/audio-analysis/1eRS5YSADFyyOwS46EBHlv,240500,4
1A5kyguhx0spJ6peFzoTxW,Birdy,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,38,0.53,0.379,7,-17.443,1,0.0364,0.173,4.77e-05,0.055,0.328,92.298,audio_features,1A5kyguhx0spJ6peFzoTxW,spotify:track:1A5kyguhx0spJ6peFzoTxW,https://api.spotify.com/v1/tracks/1A5kyguhx0spJ6peFzoTxW,https://api.spotify.com/v1/audio-analysis/1A5kyguhx0spJ6peFzoTxW,237840,4
0v9IOByBzHazJQ77x2QxyF,Onion Soup,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,30,0.595,0.93,10,-6.132,0,0.0492,0.0117,0.529,0.117,0.447,95.09,audio_features,0v9IOByBzHazJQ77x2QxyF,spotify:track:0v9IOByBzHazJQ77x2QxyF,https://api.spotify.com/v1/tracks/0v9IOByBzHazJQ77x2QxyF,https://api.spotify.com/v1/audio-analysis/0v9IOByBzHazJQ77x2QxyF,238067,4
6FZKEPsVMDOsJpxd4bksYa,(Just A) Little Bit More,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,26,0.532,0.81,0,-6.292,0,0.107,0.0188,0.00016,0.0837,0.671,123.683,audio_features,6FZKEPsVMDOsJpxd4bksYa,spotify:track:6FZKEPsVMDOsJpxd4bksYa,https://api.spotify.com/v1/tracks/6FZKEPsVMDOsJpxd4bksYa,https://api.spotify.com/v1/audio-analysis/6FZKEPsVMDOsJpxd4bksYa,214867,4
2hlTuee6kGCZfiYAdTNG3M,This Time,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,23,0.689,0.646,8,-8.418,1,0.0471,0.00408,0.0101,0.132,0.452,111.17,audio_features,2hlTuee6kGCZfiYAdTNG3M,spotify:track:2hlTuee6kGCZfiYAdTNG3M,https://api.spotify.com/v1/tracks/2hlTuee6kGCZfiYAdTNG3M,https://api.spotify.com/v1/audio-analysis/2hlTuee6kGCZfiYAdTNG3M,249440,4
7LYpWWQrELqKQX3UEFThzJ,Frankenstein,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,21,0.557,0.642,8,-12.502,1,0.118,0.000492,0.477,0.111,0.746,140.992,audio_features,7LYpWWQrELqKQX3UEFThzJ,spotify:track:7LYpWWQrELqKQX3UEFThzJ,https://api.spotify.com/v1/tracks/7LYpWWQrELqKQX3UEFThzJ,https://api.spotify.com/v1/audio-analysis/7LYpWWQrELqKQX3UEFThzJ,194000,4
14PLbO2aTKusRxtjL0blkV,Ufo Girl,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,18,0.607,0.661,0,-6.086,0,0.0298,0.601,0.155,0.137,0.493,112.902,audio_features,14PLbO2aTKusRxtjL0blkV,spotify:track:14PLbO2aTKusRxtjL0blkV,https://api.spotify.com/v1/tracks/14PLbO2aTKusRxtjL0blkV,https://api.spotify.com/v1/audio-analysis/14PLbO2aTKusRxtjL0blkV,240747,4
3S9C9S2ciIH7xS5j2ynVU2,Bubblegum Couple,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,13,0.345,0.622,2,-13.055,1,0.0347,0.0716,0.486,0.0882,0.882,111.194,audio_features,3S9C9S2ciIH7xS5j2ynVU2,spotify:track:3S9C9S2ciIH7xS5j2ynVU2,https://api.spotify.com/v1/tracks/3S9C9S2ciIH7xS5j2ynVU2,https://api.spotify.com/v1/audio-analysis/3S9C9S2ciIH7xS5j2ynVU2,172240,4
5ytEkCbnvPNwIPP7W7VeUE,Ravimatka,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,13,0.529,0.775,4,-4.342,0,0.026,0.0952,1.91e-06,0.236,0.876,87.435,audio_features,5ytEkCbnvPNwIPP7W7VeUE,spotify:track:5ytEkCbnvPNwIPP7W7VeUE,https://api.spotify.com/v1/tracks/5ytEkCbnvPNwIPP7W7VeUE,https://api.spotify.com/v1/audio-analysis/5ytEkCbnvPNwIPP7W7VeUE,215040,4
0yD9yLS5SF815L3P3bggIv,Quicksand,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,13,0.634,0.765,9,-7.701,1,0.0278,0.00662,0.00281,0.0888,0.57,94.047,audio_features,0yD9yLS5SF815L3P3bggIv,spotify:track:0yD9yLS5SF815L3P3bggIv,https://api.spotify.com/v1/tracks/0yD9yLS5SF815L3P3bggIv,https://api.spotify.com/v1/audio-analysis/0yD9yLS5SF815L3P3bggIv,207933,4
0Q2eZPx1SljkJBFO42i1CN,Don't Say I'm So Evil,22-Pistepirkko,7viKRqdDIZZ6ZHdmcGQX3m,/artists/309223-22pistepirkko,12,0.466,0.422,8,-12.892,1,0.0322,0.623,2.16e-05,0.257,0.754,80.472,audio_features,0Q2eZPx1SljkJBFO42i1CN,spotify:track:0Q2eZPx1SljkJBFO42i1CN,https://api.spotify.com/v1/tracks/0Q2eZPx1SljkJBFO42i1CN,https://api.spotify.com/v1/audio-analysis/0Q2eZPx1SljkJBFO42i1CN,162493,3
3ASpjNLUL0S0KWxLapm8Im,Burn Inside,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.406,0.976,2,-2.664,1,0.117,3.62e-05,5.94e-05,0.0765,0.205,199.991,audio_features,3ASpjNLUL0S0KWxLapm8Im,spotify:track:3ASpjNLUL0S0KWxLapm8Im,https://api.spotify.com/v1/tracks/3ASpjNLUL0S0KWxLapm8Im,https://api.spotify.com/v1/audio-analysis/3ASpjNLUL0S0KWxLapm8Im,221453,4
0yTyOy5hYhdkCCjNVg9MSL,What Will Remain When We Are Gone,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.42,0.995,6,-2.934,0,0.149,0.000108,0.0116,0.374,0.343,199.097,audio_features,0yTyOy5hYhdkCCjNVg9MSL,spotify:track:0yTyOy5hYhdkCCjNVg9MSL,https://api.spotify.com/v1/tracks/0yTyOy5hYhdkCCjNVg9MSL,https://api.spotify.com/v1/audio-analysis/0yTyOy5hYhdkCCjNVg9MSL,243173,4
7ieX5fZFVIToBesXQ8tBe7,Something Will (Get You In the End),23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.542,0.973,2,-3.204,1,0.0559,0.000128,0.064,0.0583,0.228,135.015,audio_features,7ieX5fZFVIToBesXQ8tBe7,spotify:track:7ieX5fZFVIToBesXQ8tBe7,https://api.spotify.com/v1/tracks/7ieX5fZFVIToBesXQ8tBe7,https://api.spotify.com/v1/audio-analysis/7ieX5fZFVIToBesXQ8tBe7,382947,4
0QfYBIZUGV4sCH4ar19Tjv,Out in the Cold,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.548,0.941,2,-2.666,1,0.0467,8.54e-05,0.0109,0.358,0.542,148.007,audio_features,0QfYBIZUGV4sCH4ar19Tjv,spotify:track:0QfYBIZUGV4sCH4ar19Tjv,https://api.spotify.com/v1/tracks/0QfYBIZUGV4sCH4ar19Tjv,https://api.spotify.com/v1/audio-analysis/0QfYBIZUGV4sCH4ar19Tjv,257280,4
72hufFSK1oh4fgZVFHasNm,Drown Myself,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.408,0.987,2,-3.325,1,0.154,3.7e-05,0.0315,0.0449,0.0786,198.141,audio_features,72hufFSK1oh4fgZVFHasNm,spotify:track:72hufFSK1oh4fgZVFHasNm,https://api.spotify.com/v1/tracks/72hufFSK1oh4fgZVFHasNm,https://api.spotify.com/v1/audio-analysis/72hufFSK1oh4fgZVFHasNm,335493,3
6xhbr494nOpbSMUjCkAd3e,Ashes to Ashes,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.424,0.991,9,-2.861,1,0.0719,0.00042,0.0227,0.315,0.529,195.066,audio_features,6xhbr494nOpbSMUjCkAd3e,spotify:track:6xhbr494nOpbSMUjCkAd3e,https://api.spotify.com/v1/tracks/6xhbr494nOpbSMUjCkAd3e,https://api.spotify.com/v1/audio-analysis/6xhbr494nOpbSMUjCkAd3e,247000,4
4pHpWGdfb69YV0pr4IW7Hr,Rise Up,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.57,0.987,2,-3.05,1,0.0524,0.000248,0.052,0.25,0.313,106.527,audio_features,4pHpWGdfb69YV0pr4IW7Hr,spotify:track:4pHpWGdfb69YV0pr4IW7Hr,https://api.spotify.com/v1/tracks/4pHpWGdfb69YV0pr4IW7Hr,https://api.spotify.com/v1/audio-analysis/4pHpWGdfb69YV0pr4IW7Hr,281453,3
5wT90pbzMAwE9N2rpRv8Es,Lost in the Void,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.463,0.992,2,-3.436,1,0.0829,6.07e-05,0.0315,0.294,0.344,184.959,audio_features,5wT90pbzMAwE9N2rpRv8Es,spotify:track:5wT90pbzMAwE9N2rpRv8Es,https://api.spotify.com/v1/tracks/5wT90pbzMAwE9N2rpRv8Es,https://api.spotify.com/v1/audio-analysis/5wT90pbzMAwE9N2rpRv8Es,310973,4
0vVFzW713JRQ5zg0vD1oKX,Swallow,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.561,0.96,0,-2.975,1,0.054,5.67e-05,0.261,0.219,0.636,140.03,audio_features,0vVFzW713JRQ5zg0vD1oKX,spotify:track:0vVFzW713JRQ5zg0vD1oKX,https://api.spotify.com/v1/tracks/0vVFzW713JRQ5zg0vD1oKX,https://api.spotify.com/v1/audio-analysis/0vVFzW713JRQ5zg0vD1oKX,309133,4
0SvcUjsamVz6WZyEnmgjnW,Killing Gods,23rd Grade of Evil,7EtVyplYzflfXQaq1TwbxR,/artists/4893554-23rd-grade-of-evil,0,0.516,0.966,9,-2.459,1,0.116,0.000391,0.0191,0.0778,0.328,195.998,audio_features,0SvcUjsamVz6WZyEnmgjnW,spotify:track:0SvcUjsamVz6WZyEnmgjnW,https://api.spotify.com/v1/tracks/0SvcUjsamVz6WZyEnmgjnW,https://api.spotify.com/v1/audio-analysis/0SvcUjsamVz6WZyEnmgjnW,229667,4
2hIQyryFejjgdeAgRAUqbL,I Am The Blues,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,2,0.582,0.555,4,-9.346,1,0.034,0.184,0.000266,0.099,0.243,79.969,audio_features,2hIQyryFejjgdeAgRAUqbL,spotify:track:2hIQyryFejjgdeAgRAUqbL,https://api.spotify.com/v1/tracks/2hIQyryFejjgdeAgRAUqbL,https://api.spotify.com/v1/audio-analysis/2hIQyryFejjgdeAgRAUqbL,258577,4
5CHle2xz5t6SFOjQTDTYKO,Broken Hearted Man,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,1,0.542,0.61,9,-7.266,1,0.0371,0.0696,0.0,0.0937,0.339,143.742,audio_features,5CHle2xz5t6SFOjQTDTYKO,spotify:track:5CHle2xz5t6SFOjQTDTYKO,https://api.spotify.com/v1/tracks/5CHle2xz5t6SFOjQTDTYKO,https://api.spotify.com/v1/audio-analysis/5CHle2xz5t6SFOjQTDTYKO,279382,3
5zTaHtwoF456lJX2Ygx0bt,All The Same,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,1,0.746,0.72,2,-7.806,0,0.0379,0.111,6.78e-05,0.232,0.856,124.008,audio_features,5zTaHtwoF456lJX2Ygx0bt,spotify:track:5zTaHtwoF456lJX2Ygx0bt,https://api.spotify.com/v1/tracks/5zTaHtwoF456lJX2Ygx0bt,https://api.spotify.com/v1/audio-analysis/5zTaHtwoF456lJX2Ygx0bt,236829,4
4CnsxtKdpY51F8qHWA6VrR,Luck On Your Side,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,1,0.499,0.87,5,-5.529,0,0.0948,0.0425,0.0,0.606,0.707,135.894,audio_features,4CnsxtKdpY51F8qHWA6VrR,spotify:track:4CnsxtKdpY51F8qHWA6VrR,https://api.spotify.com/v1/tracks/4CnsxtKdpY51F8qHWA6VrR,https://api.spotify.com/v1/audio-analysis/4CnsxtKdpY51F8qHWA6VrR,304671,4
08KTRyvntzUbLvFQGIqnN6,Flesh and Bones,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,1,0.618,0.724,0,-8.368,1,0.0392,0.237,0.0,0.154,0.629,87.975,audio_features,08KTRyvntzUbLvFQGIqnN6,spotify:track:08KTRyvntzUbLvFQGIqnN6,https://api.spotify.com/v1/tracks/08KTRyvntzUbLvFQGIqnN6,https://api.spotify.com/v1/audio-analysis/08KTRyvntzUbLvFQGIqnN6,233314,4
7Ggov0GXcvwg9xYkEBUpVI,Breakdown Paranoia Blues,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,1,0.619,0.834,7,-7.137,1,0.0404,0.00903,1.09e-05,0.126,0.671,129.956,audio_features,7Ggov0GXcvwg9xYkEBUpVI,spotify:track:7Ggov0GXcvwg9xYkEBUpVI,https://api.spotify.com/v1/tracks/7Ggov0GXcvwg9xYkEBUpVI,https://api.spotify.com/v1/audio-analysis/7Ggov0GXcvwg9xYkEBUpVI,261550,4
0dRWVikoE6mcG9X4ff5Zxj,Man Like Me,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,1,0.513,0.527,7,-8.688,1,0.0412,0.549,9.05e-06,0.0869,0.568,159.904,audio_features,0dRWVikoE6mcG9X4ff5Zxj,spotify:track:0dRWVikoE6mcG9X4ff5Zxj,https://api.spotify.com/v1/tracks/0dRWVikoE6mcG9X4ff5Zxj,https://api.spotify.com/v1/audio-analysis/0dRWVikoE6mcG9X4ff5Zxj,282355,4
3qw13dYE5bm9A1l3kkKuUh,You'll Never Know,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,1,0.391,0.48,7,-8.024,1,0.0539,0.481,0.0,0.14,0.231,80.784,audio_features,3qw13dYE5bm9A1l3kkKuUh,spotify:track:3qw13dYE5bm9A1l3kkKuUh,https://api.spotify.com/v1/tracks/3qw13dYE5bm9A1l3kkKuUh,https://api.spotify.com/v1/audio-analysis/3qw13dYE5bm9A1l3kkKuUh,342541,4
20eJQJ1bhslqSJqx9rRpMg,Think About You,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,0,0.659,0.855,6,-6.533,0,0.0452,0.135,2.9e-05,0.0943,0.87,90.007,audio_features,20eJQJ1bhslqSJqx9rRpMg,spotify:track:20eJQJ1bhslqSJqx9rRpMg,https://api.spotify.com/v1/tracks/20eJQJ1bhslqSJqx9rRpMg,https://api.spotify.com/v1/audio-analysis/20eJQJ1bhslqSJqx9rRpMg,300931,4
2G0oI6f9vqrDeBssSmr9bN,You Don't Want Me,24 Pesos,5F62xYSX3SUCCwwDdHjR9J,/artists/3503621-24-pesos,0,0.623,0.786,6,-7.429,0,0.034,0.0042,1.34e-05,0.0417,0.846,125.898,audio_features,2G0oI6f9vqrDeBssSmr9bN,spotify:track:2G0oI6f9vqrDeBssSmr9bN,https://api.spotify.com/v1/tracks/2G0oI6f9vqrDeBssSmr9bN,https://api.spotify.com/v1/audio-analysis/2G0oI6f9vqrDeBssSmr9bN,249661,4
0bsHXFE0GGn2HonbA8G0yf,Got It Goin' On,24-7 Spyz,5EvYDcSvmVxZuMe4faStNq,/artists/549578-247-spyz,30,0.577,0.914,5,-8.905,1,0.0649,0.0323,0.0,0.104,0.654,96.339,audio_features,0bsHXFE0GGn2HonbA8G0yf,spotify:track:0bsHXFE0GGn2HonbA8G0yf,https://api.spotify.com/v1/tracks/0bsHXFE0GGn2HonbA8G0yf,https://api.spotify.com/v1/audio-analysis/0bsHXFE0GGn2HonbA8G0yf,297467,4
6CUNXVhnPdPR1IUC4STT8V,Break the Chains,24-7 Spyz,5EvYDcSvmVxZuMe4faStNq,/artists/549578-247-spyz,17,0.304,0.805,0,-9.681,1,0.0547,0.00874,0.000671,0.107,0.566,174.639,audio_features,6CUNXVhnPdPR1IUC4STT8V,spotify:track:6CUNXVhnPdPR1IUC4STT8V,https://api.spotify.com/v1/tracks/6CUNXVhnPdPR1IUC4STT8V,https://api.spotify.com/v1/audio-analysis/6CUNXVhnPdPR1IUC4STT8V,248240,4
